start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
80.0,81.0,0.85755,0.35439,0.57946,0.1323,0.75863,0.87657,0.13405,0.46322,0.79973,0.34124,0.10544,0.36857,0.31738,0.09508,0.21012,0.68155,0.17124,0.08758,0.24444,0.58552,0.13837,0.26803,0.75365,0.11405,0.52156,0.33473,0.66414
81.0,82.0,0.86618,0.40366,0.55529,0.11899,0.77326,0.86754,0.12291,0.49724,0.94289,0.38299,0.051,0.28053,0.37842,0.05996,0.1982,0.72642,0.11661,0.06849,0.20103,0.5501,0.07913,0.2417,0.77309,0.08217,0.30089,0.48469,0.45472
82.0,83.0,0.86778,0.44313,0.57778,0.09254,0.77597,0.90366,0.0944,0.46509,0.94211,0.34353,0.03994,0.21001,0.41047,0.06847,0.22745,0.74404,0.09514,0.06388,0.24143,0.58653,0.11681,0.26968,0.77066,0.11604,0.1064,0.43317,0.67672
83.0,84.0,0.85289,0.47861,0.63517,0.05888,0.75074,0.87607,0.04905,0.42082,0.94367,0.28921,0.02936,0.1466,0.46133,0.05137,0.22204,0.76367,0.07124,0.06767,0.34454,0.6336,0.10552,0.28984,0.78718,0.14044,0.34638,0.66748,0.70587
84.0,85.0,0.84993,0.49988,0.67185,0.07738,0.74573,0.87205,0.05543,0.41756,0.92568,0.2852,0.04607,0.1086,0.47812,0.04206,0.24587,0.77769,0.05417,0.04528,0.41043,0.66852,0.04533,0.27955,0.84257,0.12799,0.64501,0.70216,0.52967
85.0,86.0,0.83116,0.43934,0.6526,0.09199,0.71393,0.85298,0.07115,0.43387,0.90612,0.30522,0.0504,0.21678,0.43234,0.10954,0.2177,0.70318,0.1449,0.05121,0.37585,0.65485,0.08307,0.28778,0.81439,0.13795,0.35653,0.49502,0.91989
86.0,87.0,0.86347,0.51073,0.5595,0.16744,0.76866,0.89262,0.08971,0.45204,0.91864,0.32752,0.10388,0.24328,0.5473,0.29471,0.37156,0.69758,0.15173,0.08791,0.20858,0.52226,0.15772,0.28819,0.76434,0.13845,0.35903,0.52994,0.52773
87.0,88.0,0.87714,0.51372,0.4431,0.12675,0.79183,0.90667,0.08409,0.44925,0.92959,0.32409,0.23489,0.21915,0.5356,0.29516,0.35585,0.62708,0.23758,0.20248,0.16635,0.41143,0.2308,0.27009,0.64384,0.11654,0.50392,0.60061,0.64058
88.0,89.0,0.856,0.36893,0.48134,0.05204,0.756,0.87657,0.04876,0.42408,0.94915,0.29321,0.0296,0.34258,0.32959,0.04477,0.16136,0.72361,0.12002,0.0252,0.06816,0.47165,0.03195,0.20055,0.75511,0.03237,0.39493,0.51842,0.76559
89.0,90.0,0.86405,0.45758,0.5748,0.055,0.76964,0.87857,0.0401,0.42828,0.97418,0.29836,0.08201,0.23227,0.38097,0.17617,0.33581,0.74164,0.09807,0.06174,0.23606,0.57489,0.10314,0.26639,0.78183,0.11206,0.37062,0.72948,0.73187
90.0,91.0,0.85638,0.51727,0.61329,0.0415,0.75666,0.88159,0.03772,0.41616,0.95541,0.28349,0.03225,0.07753,0.49389,0.02599,0.24425,0.79291,0.03563,0.04314,0.30523,0.60728,0.04143,0.25816,0.81585,0.1021,0.45061,0.70803,0.44408
91.0,92.0,0.85833,0.42351,0.56725,0.06887,0.75995,0.88209,0.05149,0.42502,0.95854,0.29435,0.02504,0.24506,0.39063,0.06212,0.20795,0.74164,0.09807,0.04281,0.2225,0.56376,0.11746,0.25857,0.77017,0.10259,0.63645,0.57658,0.93204
92.0,93.0,0.87239,0.43512,0.5518,0.1863,0.78378,0.88108,0.14422,0.49351,0.91864,0.37841,0.11374,0.24074,0.38402,0.15998,0.30005,0.72762,0.11514,0.10915,0.19475,0.54453,0.12323,0.25486,0.75657,0.09811,0.28394,0.59911,0.55385
93.0,94.0,0.89121,0.41678,0.55474,0.25066,0.81567,0.91269,0.16399,0.49165,0.89282,0.37613,0.12515,0.25708,0.37181,0.12824,0.23721,0.70078,0.14783,0.12923,0.20221,0.55921,0.16894,0.28243,0.74539,0.13148,0.38851,0.64317,0.5344
