start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
80.0,81.0,0.9218999999999999,-0.4342,0.26749999999999996,0.07473684210526317,0.9218999999999999,0.912,0.15559881104944215,1.19,0.432,1.19,0.0914736842105263,0.4342,-0.44,0.10671063677066124,-0.158,-0.698,0.698,0.05536842105263157,0.26749999999999996,0.29,0.12883924091673313,0.454,0.018,0.454,0.03396641547532814,-0.3169240410423174,0.3319121512669242
81.0,82.0,0.9397000000000002,-0.33019999999999994,0.2198,0.06715789473684211,0.9397000000000002,0.894,0.14256826435080147,1.336,0.798,1.336,0.043789473684210524,0.33019999999999994,-0.32,0.06687570560375418,-0.202,-0.474,0.474,0.04315789473684212,0.2198,0.22,0.07327455219924581,0.326,0.098,0.326,-0.40030612353568257,-0.021869262472460092,-0.07698324009590939
82.0,83.0,0.943,-0.24690000000000004,0.2642,0.05210526315789472,0.943,0.966,0.10923094799552002,1.198,0.796,1.198,0.03410526315789474,0.24690000000000004,-0.257,0.07653358739795228,-0.094,-0.386,0.386,0.040210526315789474,0.2642,0.292,0.108611049161676,0.462,0.088,0.462,-0.7830416483278915,-0.12323318152986748,0.35647736101547656
83.0,84.0,0.9123000000000003,-0.172,0.37750000000000006,0.03294736842105263,0.9123000000000003,0.911,0.056197063980247215,1.008,0.8,1.008,0.024842105263157895,0.172,-0.157,0.057131427428342804,-0.114,-0.288,0.288,0.04263157894736842,0.37750000000000006,0.385,0.0980303524424961,0.56,0.156,0.56,-0.31078124213354175,0.3377643717954511,0.4133832493924957
84.0,85.0,0.9062000000000001,-0.1271,0.44989999999999997,0.04347368421052631,0.9062000000000001,0.903,0.06365814951755981,0.994,0.754,0.994,0.039473684210526314,0.1271,-0.124,0.04657671091865548,-0.026,-0.218,0.218,0.02831578947368421,0.44989999999999997,0.454,0.04157150466365152,0.51,0.384,0.51,0.2769050714049812,0.4059984075603092,0.06935521349827567
85.0,86.0,0.8675,-0.2549,0.4119,0.051789473684210545,0.8675,0.865,0.08203871037504187,1.064,0.704,1.064,0.04326315789473684,0.2549,-0.214,0.12311860135657811,-0.13,-0.59,0.59,0.03210526315789474,0.4119,0.427,0.07697135830943873,0.55,0.268,0.55,-0.2908026866237924,-0.0015598694594225505,0.8312585768553831
86.0,87.0,0.9340999999999999,-0.10419999999999999,0.22810000000000002,0.09473684210526317,0.9340999999999999,0.944,0.10373519171428759,1.142,0.736,1.142,0.09010526315789473,0.2862,0.012,0.3331563596871595,0.438,-0.618,0.618,0.05557894736842107,0.22810000000000002,0.165,0.14698363854524762,0.552,0.062,0.552,-0.28587872961856936,0.06714532422800915,0.06557312912804149
87.0,88.0,0.9623000000000002,-0.0979,-0.0016999999999999973,0.07157894736842105,0.9623000000000002,0.972,0.09716434531246532,1.13,0.764,1.13,0.20484210526315785,0.25770000000000004,-0.011,0.33366418746997706,0.38,-0.97,0.97,0.12884210526315792,0.18170000000000003,-0.054,0.2155238037897438,0.464,-0.434,0.464,-0.0007412031326457522,0.20619181134402767,0.28592176036825406
88.0,89.0,0.9187,-0.4035,0.07380000000000002,0.029052631578947382,0.9187,0.912,0.05585794482434885,1.022,0.814,1.022,0.025052631578947365,0.4035,-0.416,0.04965027693779764,-0.338,-0.488,0.488,0.015473684210526318,0.07380000000000002,0.065,0.02903032896816707,0.126,0.024,0.126,-0.21524413600117398,0.04448762569274039,0.5299841451427997
89.0,90.0,0.9353,-0.21639999999999993,0.25830000000000003,0.03073684210526315,0.9353,0.916,0.045726469358567355,1.04,0.878,1.04,0.07094736842105263,0.2732,-0.315,0.19868930519783898,0.306,-0.398,0.398,0.03884210526315789,0.25830000000000003,0.269,0.09579201428094099,0.446,0.134,0.446,-0.26306936521297897,0.45974976690211783,0.46416172959409174
