start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
80.0,81.0,3,-78.7,-91.06,-84.15,,172.98,191.099,34.057,21.616,62.234,-555.064,2137.732,267.478,251.802,294.698,63.643,82.571,43.151,53.858,436.548,-578.419,60.0,299.842,356.748,0.9219,-0.4342,0.2674999999999999,0.0747368421052631,0.9219,0.912,0.1555988110494421,1.19,0.432,1.19,0.0914736842105263,0.4342,-0.44,0.1067106367706612,-0.158,-0.698,0.698,0.0553684210526315,0.2674999999999999,0.29,0.1288392409167331,0.454,0.018,0.454,0.0339664154753281,-0.3169240410423174,0.3319121512669242,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81.0,82.0,3,-82.0,-86.85,-80.2,,206.424,175.354,2.016,0.734,310.818,-370.61,1909.203,13.856,6.447,9.685,87.0,120.286,2.0,0.958,593.8,-816.859,60.0,11.707,8.65,0.9397000000000002,-0.3301999999999999,0.2198,0.0671578947368421,0.9397000000000002,0.894,0.1425682643508014,1.336,0.798,1.336,0.0437894736842105,0.3301999999999999,-0.32,0.0668757056037541,-0.202,-0.474,0.474,0.0431578947368421,0.2198,0.22,0.0732745521992458,0.326,0.098,0.326,-0.4003061235356825,-0.02186926247246,-0.0769832400959093,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82.0,83.0,3,-93.18,-76.65,-84.56,,228.48,173.877,14.942,3.277,455.104,-358.612,1897.913,95.776,22.642,16.914,75.897,124.31,10.233,1.684,522.181,-838.401,60.0,67.922,10.043,0.943,-0.2469,0.2642,0.0521052631578947,0.943,0.966,0.10923094799552,1.198,0.796,1.198,0.0341052631578947,0.2469,-0.257,0.0765335873979522,-0.094,-0.386,0.386,0.0402105263157894,0.2642,0.292,0.108611049161676,0.462,0.088,0.462,-0.7830416483278915,-0.1232331815298674,0.3564773610154765,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83.0,84.0,3,-80.06,-72.7,-87.65,,277.777,176.992,5.169,2.937,886.623,-426.731,2141.463,107.399,29.866,194.524,20.724,67.69,12.415,33.595,172.267,-498.237,60.0,76.586,209.583,0.9123000000000004,-0.172,0.3775,0.0329473684210526,0.9123000000000004,0.911,0.0561970639802472,1.008,0.8,1.008,0.0248421052631578,0.172,-0.157,0.0571314274283428,-0.114,-0.288,0.288,0.0426315789473684,0.3775,0.385,0.0980303524424961,0.56,0.156,0.56,-0.3107812421335417,0.3377643717954511,0.4133832493924957,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84.0,85.0,3,-82.8,-69.85,-94.5,,280.457,174.848,0.154,0.433,1007.573,-458.78,2385.333,1.422,3.769,2.783,9.0,27.0,0.0,2.0,100.634,-237.096,60.0,0.088,16.473,0.9062,-0.1271,0.4498999999999999,0.0434736842105263,0.9062,0.903,0.0636581495175598,0.994,0.754,0.994,0.0394736842105263,0.1271,-0.124,0.0465767109186554,-0.026,-0.218,0.218,0.0283157894736842,0.4498999999999999,0.454,0.0415715046636515,0.51,0.384,0.51,0.2769050714049812,0.4059984075603092,0.0693552134982756,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85.0,86.0,3,-90.47,-69.5,-93.87,,280.328,175.196,0.167,0.207,1007.671,-462.232,2388.122,1.519,1.697,1.421,9.0,25.0,0.0,0.0,100.722,-220.825,60.0,0.045,0.125,0.8675,-0.2549,0.4119,0.0517894736842105,0.8675,0.865,0.0820387103750418,1.064,0.704,1.064,0.0432631578947368,0.2549,-0.214,0.1231186013565781,-0.13,-0.59,0.59,0.0321052631578947,0.4119,0.427,0.0769713583094387,0.55,0.268,0.55,-0.2908026866237924,-0.0015598694594225,0.8312585768553831,"[0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
86.0,87.0,5,,-67.5,,,,,,,,,,,,,,,,,,,,,,0.9341,-0.1041999999999999,0.2281,0.0947368421052631,0.9341,0.944,0.1037351917142875,1.142,0.736,1.142,0.0901052631578947,0.2862,0.012,0.3331563596871595,0.438,-0.618,0.618,0.055578947368421,0.2281,0.165,0.1469836385452476,0.552,0.062,0.552,-0.2858787296185693,0.0671453242280091,0.0655731291280414,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87.0,88.0,5,,-66.9,,,,,,,,,,,,,,,,,,,,,,0.9623000000000002,-0.0979,-0.0016999999999999,0.071578947368421,0.9623000000000002,0.972,0.0971643453124653,1.13,0.764,1.13,0.2048421052631578,0.2577,-0.011,0.333664187469977,0.38,-0.97,0.97,0.1288421052631579,0.1817,-0.054,0.2155238037897438,0.464,-0.434,0.464,-0.0007412031326457,0.2061918113440276,0.285921760368254,"[0.0, 0.0, 0.0, 0.0, 0.222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777777777778]"
88.0,89.0,5,,-63.3,,,,,,,,,,,,,,,,,,,,,,0.9187,-0.4035,0.0738,0.0290526315789473,0.9187,0.912,0.0558579448243488,1.022,0.814,1.022,0.0250526315789473,0.4035,-0.416,0.0496502769377976,-0.338,-0.488,0.488,0.0154736842105263,0.0738,0.065,0.029030328968167,0.126,0.024,0.126,-0.2152441360011739,0.0444876256927403,0.5299841451427997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777777777778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.222222222222]"
89.0,90.0,5,-101.4,-66.65,-94.0,,276.054,62.155,13.894,11.189,866.703,432.054,2117.919,143.484,101.419,102.429,62.926,149.741,27.592,26.878,482.529,-1097.79,60.0,180.691,182.027,0.9353,-0.2163999999999999,0.2583,0.0307368421052631,0.9353,0.916,0.0457264693585673,1.04,0.878,1.04,0.0709473684210526,0.2732,-0.315,0.1986893051978389,0.306,-0.398,0.398,0.0388421052631578,0.2583,0.269,0.0957920142809409,0.446,0.134,0.446,-0.2630693652129789,0.4597497669021178,0.4641617295940917,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
