start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
10.0,11.0,7,-82.6,,-81.0,-79.0,,,,,,,,,,,,,,,,,,,,0.9440000000000002,-0.2858,0.0838,0.0102105263157894,0.9440000000000002,0.944,0.010315037566582,0.958,0.92,0.958,0.0267368421052631,0.2858,-0.284,0.0312659559265345,-0.218,-0.356,0.356,0.0174736842105263,0.0838,0.083,0.0167320052593823,0.12,0.048,0.12,0.1606154187827518,0.1274687932703168,-0.4353692486602723,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11.0,12.0,7,-81.1,,-81.4,-82.8,,,,,,,,,,,,,,,,,,,,0.9361,-0.303,0.0977,0.011157894736842,0.9361,0.937,0.0132283785854502,0.962,0.914,0.962,0.0313684210526315,0.303,-0.302,0.0304335341358837,-0.218,-0.378,0.378,0.0183157894736842,0.0977,0.103,0.0223452455793173,0.128,0.024,0.128,0.0861926971458332,0.6936264793938108,0.2748348367901521,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12.0,13.0,7,-81.7,,-81.9,-84.0,,,,,,,,,,,,,,,,,,,,0.9343,-0.3161,0.1101,0.013157894736842,0.9343,0.934,0.0101838106816652,0.952,0.912,0.952,0.0322105263157894,0.3161,-0.32,0.0324128061111653,-0.216,-0.376,0.376,0.0174736842105263,0.1101,0.11,0.01574134682929,0.146,0.088,0.146,0.2763826180527117,0.2455914311006845,0.5068585713237184,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13.0,14.0,7,-82.2,,-82.5,-83.7,,,,,,,,,,,,,,,,,,,,0.9282,-0.3317,0.1095,0.0078947368421052,0.9282,0.927,0.0064156059729381,0.942,0.92,0.942,0.0082105263157894,0.3317,-0.334,0.0085152803829351,-0.312,-0.35,0.35,0.0092631578947368,0.1095,0.112,0.0113114985744595,0.128,0.088,0.128,0.0940863202361301,0.3320926122885976,-0.3389722046072591,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14.0,15.0,7,-81.4,,-81.0,-85.5,,,,,,,,,,,,,,,,,,,,0.9297,-0.3314,0.1103,0.0071578947368421,0.9297,0.93,0.0058745212570898,0.94,0.918,0.94,0.0076842105263157,0.3314,-0.33,0.0072415467960926,-0.314,-0.346,0.346,0.0069473684210526,0.1103,0.109,0.0073559499726411,0.126,0.096,0.126,0.22989791556524,-0.1275088568613016,-0.2136348763191519,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15.0,16.0,7,-80.1,,-82.4,-85.8,,,,,,,,,,,,,,,,,,,,0.9238,-0.3409,0.0903,0.0109473684210526,0.9238,0.929,0.0179320941331457,0.95,0.888,0.95,0.0105263157894736,0.3409,-0.338,0.0197126862705213,-0.314,-0.386,0.386,0.01,0.0903,0.099,0.0205842172549747,0.112,0.038,0.112,0.5007783170323166,0.7105042660956147,0.352588716596919,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16.0,17.0,7,-78.3,,-77.0,-82.9,,,,,,,,,,,,,,,,,,,,0.904,-0.3574,-0.0458,0.1014736842105262,0.904,0.898,0.1047492243408036,1.154,0.768,1.154,0.0783157894736842,0.3574,-0.377,0.1033539549315845,-0.136,-0.594,0.594,0.056,0.1074,-0.09,0.1234486127909098,0.294,-0.22,0.294,-0.0723981291131353,0.2079629995184149,0.7690692914651839,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17.0,18.0,7,-85.1,,-78.2,-82.9,,,,,,,,,,,,,,,,,,,,0.9276,-0.3871,0.0596999999999999,0.0978947368421052,0.9276,0.909,0.1545827933503596,1.216,0.684,1.216,0.0941052631578947,0.3871,-0.403,0.189807771179159,-0.026,-0.714,0.714,0.0664210526315789,0.0979,0.043,0.1059023606913462,0.27,-0.138,0.27,0.0707460177112784,0.0728546279396608,0.3090115847920794,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18.0,19.0,7,-89.8,,-81.0,-81.4,,,,,,,,,,,,,,,,,,,,0.9039,-0.4003,0.2085,0.1161052631578947,0.9039,0.866,0.1991737683531644,1.328,0.664,1.328,0.1099999999999999,0.4003,-0.392,0.118080099932207,-0.058,-0.64,0.64,0.0604210526315789,0.2085,0.161,0.1368120974183204,0.552,0.022,0.552,0.0142003354689075,0.0224170229782473,-0.4622561968665976,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19.0,20.0,7,-92.6,,-79.89,-92.22,,,,,,,,,,,,,,,,,,,,0.8827777777777778,-0.4137777777777778,0.1924444444444444,0.0767058823529412,0.8827777777777778,0.86,0.1387421891917826,1.212,0.702,1.212,0.0550588235294117,0.4137777777777778,-0.379,0.1079194944574455,-0.28,-0.654,0.654,0.0475294117647058,0.1924444444444444,0.1659999999999999,0.1048820619247173,0.38,0.038,0.38,0.5394488446649697,-0.0604677999229765,-0.5332799041843626,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
