start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
10.0,11.0,0.9440000000000002,-0.2858,0.08380000000000001,0.010210526315789442,0.9440000000000002,0.944,0.010315037566582074,0.958,0.92,0.958,0.026736842105263153,0.2858,-0.284,0.03126595592653453,-0.218,-0.356,0.356,0.01747368421052632,0.08380000000000001,0.083,0.016732005259382392,0.12,0.048,0.12,0.16061541878275187,0.12746879327031682,-0.4353692486602723
11.0,12.0,0.9360999999999999,-0.30300000000000005,0.09770000000000002,0.01115789473684208,0.9360999999999999,0.937,0.013228378585450262,0.962,0.914,0.962,0.03136842105263158,0.30300000000000005,-0.302,0.030433534135883733,-0.218,-0.378,0.378,0.01831578947368421,0.09770000000000002,0.103,0.022345245579317316,0.128,0.024,0.128,0.08619269714583329,0.6936264793938108,0.2748348367901521
12.0,13.0,0.9343000000000001,-0.3161,0.1101,0.013157894736842058,0.9343000000000001,0.934,0.010183810681665252,0.952,0.912,0.952,0.03221052631578947,0.3161,-0.32,0.032412806111165385,-0.216,-0.376,0.376,0.01747368421052632,0.1101,0.11,0.015741346829290053,0.146,0.088,0.146,0.2763826180527117,0.24559143110068452,0.5068585713237184
13.0,14.0,0.9282,-0.3317,0.10950000000000001,0.007894736842105246,0.9282,0.927,0.0064156059729381576,0.942,0.92,0.942,0.008210526315789468,0.3317,-0.334,0.008515280382935135,-0.312,-0.35,0.35,0.009263157894736841,0.10950000000000001,0.112,0.011311498574459532,0.128,0.088,0.128,0.09408632023613017,0.3320926122885976,-0.33897220460725913
14.0,15.0,0.9297000000000001,-0.33140000000000003,0.1103,0.0071578947368421,0.9297000000000001,0.93,0.0058745212570898014,0.94,0.918,0.94,0.007684210526315791,0.33140000000000003,-0.33,0.00724154679609267,-0.314,-0.346,0.346,0.00694736842105263,0.1103,0.109,0.007355949972641195,0.126,0.096,0.126,0.22989791556524003,-0.12750885686130162,-0.21363487631915196
15.0,16.0,0.9238,-0.3409,0.09030000000000002,0.010947368421052607,0.9238,0.929,0.017932094133145737,0.95,0.888,0.95,0.010526315789473687,0.3409,-0.338,0.01971268627052132,-0.314,-0.386,0.386,0.010000000000000004,0.09030000000000002,0.099,0.020584217254974745,0.112,0.038,0.112,0.5007783170323166,0.7105042660956147,0.35258871659691904
16.0,17.0,0.9040000000000001,-0.35740000000000005,-0.0458,0.10147368421052629,0.9040000000000001,0.898,0.1047492243408036,1.154,0.768,1.154,0.07831578947368421,0.35740000000000005,-0.377,0.1033539549315845,-0.136,-0.594,0.594,0.056,0.10740000000000001,-0.09,0.12344861279090986,0.294,-0.22,0.294,-0.07239812911313533,0.20796299951841493,0.7690692914651839
17.0,18.0,0.9276,-0.3871,0.059699999999999996,0.09789473684210523,0.9276,0.909,0.15458279335035965,1.216,0.684,1.216,0.09410526315789475,0.3871,-0.403,0.18980777117915903,-0.026,-0.714,0.714,0.06642105263157895,0.09790000000000001,0.043,0.10590236069134625,0.27,-0.138,0.27,0.07074601771127843,0.07285462793966081,0.3090115847920794
18.0,19.0,0.9038999999999999,-0.4003,0.2085,0.11610526315789475,0.9038999999999999,0.866,0.19917376835316444,1.328,0.664,1.328,0.10999999999999999,0.4003,-0.392,0.11808009993220703,-0.058,-0.64,0.64,0.06042105263157895,0.2085,0.161,0.13681209741832043,0.552,0.022,0.552,0.014200335468907593,0.022417022978247388,-0.4622561968665976
19.0,20.0,0.8827777777777778,-0.4137777777777778,0.19244444444444447,0.0767058823529412,0.8827777777777778,0.86,0.1387421891917826,1.212,0.702,1.212,0.055058823529411764,0.4137777777777778,-0.379,0.10791949445744552,-0.28,-0.654,0.654,0.04752941176470588,0.19244444444444447,0.16599999999999998,0.10488206192471736,0.38,0.038,0.38,0.5394488446649697,-0.06046779992297659,-0.5332799041843626
20.0,21.0,0.9467777777777778,-0.36944444444444446,0.05044444444444444,0.06341176470588238,0.9467777777777778,0.93,0.09639303545355661,1.094,0.766,1.094,0.06376470588235295,0.36944444444444446,-0.39,0.11410094079961841,-0.148,-0.56,0.56,0.0451764705882353,0.1362222222222222,0.006,0.15117694644290997,0.284,-0.144,0.284,-0.42229750464664473,0.5999992618806673,-0.7501066538309398
21.0,22.0,0.9319000000000001,-0.3788,0.08489999999999999,0.14031578947368423,0.9319000000000001,0.893,0.15568876003103116,1.3,0.702,1.3,0.07757894736842105,0.3788,-0.369,0.09463276388228341,-0.214,-0.56,0.56,0.05336842105263158,0.1393,0.13,0.1378324707752132,0.374,-0.104,0.374,-0.7433983880175088,-0.04268192512478343,-0.17758161096344768
22.0,23.0,0.8758000000000001,-0.4349,0.11950000000000001,0.07126315789473683,0.8758000000000001,0.837,0.1302948962929861,1.218,0.726,1.218,0.03978947368421051,0.4349,-0.452,0.08813960517270314,-0.286,-0.57,0.57,0.04294736842105264,0.12290000000000001,0.11399999999999999,0.08333516664650045,0.268,-0.03,0.268,-0.4337964958380108,-0.14209606987375067,-0.20354306426347005
23.0,24.0,0.9199999999999999,-0.476,0.05575,0.11426666666666667,0.9199999999999999,0.929,0.11999583326099286,1.168,0.646,1.168,0.08213333333333335,0.476,-0.478,0.07565712127751095,-0.354,-0.608,0.608,0.037333333333333336,0.0805,0.040999999999999995,0.09193985805949452,0.24,-0.092,0.24,-0.14236871768584203,0.013347050653685992,0.0029471362856757677
24.0,25.0,0.8284,-0.5357999999999999,0.1719,0.10221052631578946,0.8284,0.831,0.0913840248621169,0.984,0.678,0.984,0.18526315789473688,0.5357999999999999,-0.562,0.17612711318817442,-0.19,-0.802,0.802,0.11968421052631577,0.1785,0.16999999999999998,0.14389228610318205,0.476,-0.03,0.476,0.33449217766596434,0.1622607018357255,0.1528220461728093
25.0,26.0,0.8336842105263158,-0.5397894736842105,0.02631578947368421,0.053555555555555565,0.8336842105263158,0.83,0.06476926872943026,0.966,0.722,0.966,0.12211111111111109,0.5397894736842105,-0.574,0.09621663000332466,-0.382,-0.738,0.738,0.0648888888888889,0.049684210526315796,0.022,0.05731267209153198,0.126,-0.096,0.126,0.4831291607896672,0.27905747034313305,-0.002149986675624545
26.0,27.0,0.7355999999999999,-0.6155999999999999,-0.0443,0.06599999999999999,0.7355999999999999,0.804,0.14594601741739993,0.92,0.448,0.92,0.09389473684210528,0.6155999999999999,-0.62,0.15277381974670923,-0.368,-0.91,0.91,0.0868421052631579,0.2023,-0.11599999999999999,0.22085948021309837,0.376,-0.314,0.376,0.435981408792395,-0.5922373788192676,-0.7002666595741847
27.0,28.0,0.9163999999999998,-0.3126,-0.0010999999999999996,0.04936842105263158,0.9163999999999998,0.903,0.07685206568466459,1.054,0.774,1.054,0.042947368421052644,0.3126,-0.369,0.15310793578387763,-0.026,-0.484,0.484,0.04315789473684211,0.06630000000000001,0.006,0.08191574940144294,0.156,-0.16,0.16,0.6865193027539583,0.5807801193182432,0.38843556985994787
28.0,29.0,0.9553,-0.24720000000000003,0.022799999999999997,0.06947368421052633,0.9553,0.927,0.1715986888061794,1.342,0.69,1.342,0.11263157894736843,0.2624000000000001,-0.268,0.18317139514673136,0.102,-0.634,0.634,0.06610526315789474,0.06299999999999999,0.019,0.07527921359844296,0.176,-0.154,0.176,0.39656946448606745,-0.07247665702484712,-0.11032273236760055
29.0,30.0,0.9958,-0.3103,-0.0536,0.11515789473684208,0.9958,0.972,0.15407647451833784,1.336,0.792,1.336,0.07473684210526317,0.3103,-0.30600000000000005,0.16009656461023766,-0.032,-0.576,0.576,0.06968421052631579,0.1458,-0.07600000000000001,0.1526677438098828,0.206,-0.282,0.282,0.48373473586611193,-0.127593538636069,-0.42618682758529364
30.0,31.0,0.9627000000000001,-0.3371,0.14679999999999999,0.07315789473684213,0.9627000000000001,0.961,0.10912428693925108,1.216,0.798,1.216,0.10789473684210528,0.3427,-0.405,0.17166650809054165,0.056,-0.576,0.576,0.10126315789473683,0.15819999999999998,0.111,0.18342126376186593,0.754,-0.04,0.754,0.6567223435932392,0.544054519566024,0.38456408357590494
31.0,32.0,0.8865999999999999,-0.39830000000000004,0.2113,0.07705263157894741,0.8865999999999999,0.868,0.10535482903028226,1.112,0.72,1.112,0.03673684210526316,0.39830000000000004,-0.399,0.1084882942994312,-0.254,-0.596,0.596,0.0308421052631579,0.2113,0.213,0.06345478705346036,0.318,0.078,0.318,-0.09165717195851958,0.41784710788373697,0.2417439621987624
32.0,33.0,0.9090999999999999,-0.47300000000000003,0.1719,0.08863157894736844,0.9090999999999999,0.836,0.15397853746545329,1.246,0.666,1.246,0.08231578947368422,0.47300000000000003,-0.408,0.1679374883699289,-0.264,-0.958,0.958,0.048631578947368415,0.1731,0.14100000000000001,0.15267936992272402,0.544,-0.01,0.544,0.05152990879017658,-0.17460672813734568,-0.925513027688703
33.0,34.0,0.389125,-0.6585,0.6637500000000001,0.0944,0.389125,0.42600000000000005,0.2118265431314027,0.638,0.012,0.638,0.11613333333333335,0.6585,-0.606,0.25373164958278266,-0.288,-1.108,1.108,0.11786666666666666,0.6637500000000001,0.708,0.25183216136943276,1.064,0.27,1.064,-0.3503014697646225,-0.3768875841388273,-0.4405923134801453
34.0,35.0,0.3356,-0.16540000000000002,0.9274000000000001,0.11589473684210526,0.35200000000000004,0.438,0.1955623685681885,0.574,-0.084,0.574,0.22810526315789476,0.2818,0.052000000000000005,0.44180497960072834,0.216,-1.72,1.72,0.12484210526315793,0.9274000000000001,0.895,0.1976917803045943,1.448,0.56,1.448,0.7246890005512945,0.15776489263778973,0.23234117447167754
35.0,36.0,0.28030000000000005,-0.3935,0.9428000000000003,0.08157894736842104,0.2807,0.229,0.18808537954875706,0.718,-0.004,0.718,0.05642105263157894,0.39590000000000003,-0.458,0.15781112128110616,0.024,-0.57,0.57,0.0716842105263158,0.9428000000000003,0.933,0.07503172662280937,1.166,0.82,1.166,0.8479711603520871,0.32107716489461796,0.27565609780658556
36.0,37.0,0.5958,-0.4021,0.7144000000000001,0.06610526315789474,0.5958,0.609,0.1607431491541708,0.908,0.152,0.908,0.1311578947368421,0.4021,-0.373,0.13982056358061212,-0.196,-0.818,0.818,0.1528421052631579,0.7144000000000001,0.753,0.2078399384141556,1.182,0.304,1.182,-0.16435094579561937,-0.5957499959297547,0.24751432925471112
37.0,38.0,0.8510000000000002,-0.5296000000000001,0.1681,0.04694736842105265,0.8510000000000002,0.853,0.06833886156499829,0.966,0.722,0.966,0.08536842105263158,0.5296000000000001,-0.532,0.09108808923234694,-0.354,-0.67,0.67,0.04263157894736842,0.1681,0.158,0.05886076791887785,0.312,0.078,0.312,0.6851563763989503,0.005394684743845854,-0.1949896667836087
38.0,39.0,0.8796999999999999,-0.3778,0.26970000000000005,0.06389473684210527,0.8796999999999999,0.864,0.07434588085428807,1.17,0.782,1.17,0.12894736842105264,0.418,-0.426,0.18943906672067404,0.402,-0.506,0.506,0.06231578947368422,0.26970000000000005,0.253,0.05327766886792251,0.418,0.198,0.418,0.8742436461719686,0.5679687132579306,0.7269348205740761
39.0,40.0,0.8582999999999998,-0.4760999999999999,0.25370000000000004,0.09463157894736843,0.8582999999999998,0.854,0.06826792804824239,0.962,0.686,0.962,0.1763157894736842,0.4760999999999999,-0.481,0.12119979372919742,-0.272,-0.658,0.658,0.09694736842105264,0.2569,0.271,0.10160959600352715,0.384,-0.032,0.384,0.7541437826963776,-0.06359097102793981,0.00069589580196515
