start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
22.0,23.0,3,-90.7,-90.87,-82.41,,,,,,,,,,,,,,,,,,,,,-0.8779,0.2977,0.2503000000000001,0.0998947368421052,0.8779,-0.819,0.1783238346379978,-0.64,-1.322,1.322,0.0474736842105263,0.2977,0.298,0.1276734506465615,0.476,0.096,0.476,0.0409473684210526,0.2503000000000001,0.249,0.1032032460729797,0.39,0.04,0.39,-0.066989735542675,0.7615233473976593,0.106804523775887,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23.0,24.0,3,-84.65,-96.29,-73.1,,158.182,167.715,8.85,6.707,-12.095,-434.396,2620.908,83.137,30.513,180.882,62.429,121.357,7.326,2.207,569.944,-1128.027,60.0,42.989,95.088,-0.8559999999999999,0.3361,0.1689999999999999,0.0793684210526315,0.8559999999999999,-0.84,0.0945261868478782,-0.634,-1.128,1.128,0.0351578947368421,0.3361,0.344,0.0633071086055902,0.416,0.164,0.416,0.0329473684210526,0.1689999999999999,0.1709999999999999,0.079454389431925,0.318,0.062,0.318,0.183450377098759,0.0418080213770635,0.203120155368184,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24.0,25.0,7,-74.35,-87.65,-79.05,,154.861,186.328,8.307,3.226,-38.784,-470.95,2030.119,57.894,11.716,121.229,89.0,113.0,21.088,3.238,627.119,-818.019,60.0,120.534,70.331,-0.9244,0.3218,-0.0567,0.1018947368421052,0.9244,-0.894,0.1553352503458246,-0.656,-1.3,1.3,0.055578947368421,0.3218,0.359,0.1243396959944811,0.504,0.088,0.504,0.072,0.1633,-0.023,0.2001452222762262,0.206,-0.472,0.472,-0.0348487225804792,0.5526708437480439,0.7172572049597993,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25.0,26.0,3,-79.85,-78.45,-95.81,,222.417,188.76,29.837,5.186,395.586,-442.048,1834.851,178.03,31.117,61.836,93.069,107.897,27.904,2.203,620.314,-707.351,60.0,194.785,33.619,-0.9417,0.2815,0.0815,0.1253684210526315,0.9417,-0.897,0.2201202171541723,-0.6,-1.376,1.376,0.0602105263157894,0.2815,0.258,0.107006308225263,0.476,0.116,0.476,0.0431578947368421,0.0881,0.054,0.0999697454233029,0.39,-0.036,0.39,0.1445407830575599,0.0571383463684399,-0.1910231703299311,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26.0,27.0,6,-83.6,-75.65,-93.27,,280.927,181.75,5.448,4.291,870.813,-445.087,2055.29,89.603,56.389,214.064,26.333,80.429,10.553,11.729,206.278,-586.717,60.0,56.31,40.71,-0.8748000000000001,0.4201,0.0742,0.0834736842105263,0.8748000000000001,-0.806,0.1632867416540608,-0.612,-1.216,1.216,0.0408421052631579,0.4201,0.415,0.118320708246697,0.608,0.22,0.608,0.0904210526315789,0.2526,0.186,0.2660713438159021,0.356,-0.41,0.41,-0.4077037923823184,0.7581968086487128,-0.556310245984902,"[0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15]"
27.0,28.0,5,,-67.9,-95.0,,,,,,,,,,,,,,,,,,,,,-0.9031,-0.0401,0.4319,0.2045263157894737,0.9031,-0.862,0.2757074355181593,-0.51,-1.896,1.896,0.1482105263157894,0.2471,-0.037,0.3158654618662825,0.64,-0.538,0.64,0.1472631578947368,0.4319,0.404,0.1734041233650457,0.752,0.094,0.752,0.0435715282748553,0.6379136491535806,0.0255418911065769,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
28.0,29.0,5,-102.0,-74.0,-95.0,,,,,,,,,,,,,,,,,,,,,-0.7056842105263157,0.2566315789473684,0.3744210526315789,0.0904444444444444,0.7056842105263157,-0.8,0.2607206717889108,-0.312,-1.074,1.074,0.1768888888888888,0.3256842105263158,0.098,0.36021750892983,0.86,-0.254,0.86,0.1375555555555555,0.3862105263157894,0.36,0.2436525385806327,0.744,-0.112,0.744,0.8792928558778261,-0.6377294096277127,-0.6608128225878513,"[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
29.0,30.0,5,-95.6,-80.6,-90.75,,,,,,,,,,,,,,,,,,,,,-0.6847999999999999,0.6833,-0.0144,0.076,0.6847999999999999,-0.681,0.0946179686951691,-0.482,-0.898,0.898,0.2725263157894736,0.6833,0.66,0.2401784961231958,1.128,0.128,1.128,0.1328421052631578,0.2364,-0.0269999999999999,0.2926701898041548,0.43,-0.558,0.558,0.1894478257430121,0.5210224447032963,-0.0864306910058829,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05]"
30.0,31.0,5,-96.0,-85.4,-88.5,,,,,,,,,,,,,,,,,,,,,-0.6194999999999999,0.6672,0.0437,0.1177894736842105,0.6194999999999999,-0.616,0.0911150371782835,-0.468,-0.848,0.848,0.2711578947368421,0.6672,0.651,0.195909570975999,1.08,0.188,1.08,0.118,0.3827000000000001,0.255,0.3909267322657789,0.56,-0.522,0.56,-0.0857800332331713,0.2643047171152252,-0.0949104618037934,"[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
31.0,32.0,5,-92.0,-81.5,-87.2,,289.988,56.327,8.028,8.953,1003.609,491.205,2199.809,76.806,70.98,38.872,65.714,149.571,18.71,8.567,528.945,-1145.034,60.0,137.207,51.971,-0.4319,0.719,-0.5995,0.1864210526315789,0.4555,-0.408,0.2813008887294884,0.236,-0.96,0.96,0.2993684210526315,0.728,0.728,0.2850547315867603,1.168,-0.09,1.168,0.2867368421052632,0.6209,-0.481,0.3741870521544004,0.214,-1.474,1.474,0.1075110860395218,0.5853472103038978,-0.0500010360989856,"[0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
