start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
22.0,23.0,-0.8779,0.2977,0.2503000000000001,0.09989473684210527,0.8779,-0.819,0.17832383463799784,-0.64,-1.322,1.322,0.047473684210526314,0.2977,0.298,0.12767345064656158,0.476,0.096,0.476,0.040947368421052635,0.2503000000000001,0.249,0.1032032460729797,0.39,0.04,0.39,-0.066989735542675,0.7615233473976593,0.10680452377588708
23.0,24.0,-0.8559999999999999,0.33610000000000007,0.16899999999999998,0.07936842105263156,0.8559999999999999,-0.84,0.09452618684787827,-0.634,-1.128,1.128,0.0351578947368421,0.33610000000000007,0.344,0.06330710860559026,0.416,0.164,0.416,0.032947368421052635,0.16899999999999998,0.17099999999999999,0.07945438943192504,0.318,0.062,0.318,0.18345037709875908,0.04180802137706353,0.20312015536818406
24.0,25.0,-0.9244,0.3218,-0.056700000000000014,0.10189473684210529,0.9244,-0.894,0.1553352503458246,-0.656,-1.3,1.3,0.05557894736842104,0.3218,0.359,0.12433969599448119,0.504,0.088,0.504,0.07200000000000001,0.1633,-0.023,0.2001452222762262,0.206,-0.472,0.472,-0.034848722580479254,0.5526708437480439,0.7172572049597993
25.0,26.0,-0.9417,0.28150000000000003,0.0815,0.12536842105263157,0.9417,-0.897,0.22012021715417238,-0.6,-1.376,1.376,0.06021052631578947,0.28150000000000003,0.258,0.10700630822526307,0.476,0.116,0.476,0.04315789473684211,0.0881,0.054,0.09996974542330295,0.39,-0.036,0.39,0.14454078305755994,0.05713834636843997,-0.19102317032993119
26.0,27.0,-0.8748000000000001,0.4201,0.0742,0.0834736842105263,0.8748000000000001,-0.806,0.16328674165406082,-0.612,-1.216,1.216,0.0408421052631579,0.4201,0.415,0.11832070824669705,0.608,0.22,0.608,0.09042105263157896,0.25260000000000005,0.186,0.2660713438159021,0.356,-0.41,0.41,-0.40770379238231846,0.7581968086487128,-0.556310245984902
27.0,28.0,-0.9030999999999999,-0.04010000000000001,0.4319,0.2045263157894737,0.9030999999999999,-0.862,0.27570743551815935,-0.51,-1.896,1.896,0.14821052631578946,0.24710000000000001,-0.037000000000000005,0.31586546186628256,0.64,-0.538,0.64,0.14726315789473685,0.4319,0.404,0.17340412336504574,0.752,0.094,0.752,0.04357152827485538,0.6379136491535806,0.02554189110657698
28.0,29.0,-0.7056842105263157,0.25663157894736843,0.3744210526315789,0.09044444444444444,0.7056842105263157,-0.8,0.2607206717889108,-0.312,-1.074,1.074,0.17688888888888887,0.3256842105263158,0.098,0.36021750892983,0.86,-0.254,0.86,0.13755555555555554,0.38621052631578945,0.36,0.2436525385806327,0.744,-0.112,0.744,0.8792928558778261,-0.6377294096277127,-0.6608128225878513
29.0,30.0,-0.6847999999999999,0.6833,-0.01440000000000002,0.07600000000000001,0.6847999999999999,-0.681,0.09461796869516911,-0.482,-0.898,0.898,0.2725263157894736,0.6833,0.66,0.2401784961231958,1.128,0.128,1.128,0.13284210526315787,0.23640000000000003,-0.026999999999999996,0.2926701898041548,0.43,-0.558,0.558,0.18944782574301217,0.5210224447032963,-0.08643069100588296
30.0,31.0,-0.6194999999999999,0.6672,0.04370000000000001,0.1177894736842105,0.6194999999999999,-0.616,0.09111503717828358,-0.468,-0.848,0.848,0.2711578947368421,0.6672,0.651,0.19590957097599906,1.08,0.188,1.08,0.11800000000000002,0.3827000000000001,0.255,0.39092673226577895,0.56,-0.522,0.56,-0.08578003323317131,0.26430471711522524,-0.09491046180379342
31.0,32.0,-0.43190000000000006,0.719,-0.5995,0.18642105263157893,0.45550000000000007,-0.40800000000000003,0.2813008887294884,0.236,-0.96,0.96,0.29936842105263156,0.728,0.728,0.2850547315867603,1.168,-0.09,1.168,0.2867368421052632,0.6209,-0.481,0.37418705215440046,0.214,-1.474,1.474,0.1075110860395218,0.5853472103038978,-0.05000103609898561
