start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
37.0,38.0,3,-88.75,,-94.1,,153.13,176.854,0.325,1.882,-56.413,-466.854,2341.848,2.551,14.302,7.614,56.111,97.519,1.133,1.032,458.922,-814.77,60.0,9.731,9.023,0.9524,0.1071,0.2215999999999999,0.0323157894736842,0.9524,0.967,0.0543308383885248,1.014,0.816,1.014,0.0473684210526315,0.1261,0.1149999999999999,0.1020009313682968,0.268,-0.08,0.268,0.0410526315789473,0.2215999999999999,0.223,0.1105759467515426,0.422,0.044,0.422,0.4453357625589739,-0.4800252562463239,-0.7223928256018692,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38.0,39.0,3,-81.88,,-81.2,,151.489,185.32,1.391,5.488,-69.204,-531.371,2320.454,11.041,43.057,12.235,60.724,95.828,3.31,0.985,492.595,-793.885,60.0,26.378,10.157,0.9128,0.3177999999999999,0.0524999999999999,0.0267368421052631,0.9128,0.922,0.042756987733001,0.988,0.828,0.988,0.0470526315789473,0.3177999999999999,0.339,0.0787982233302249,0.46,0.194,0.46,0.0645263157894737,0.0843,0.06,0.0785846677157828,0.188,-0.098,0.188,-0.3489400567613692,0.5028506067681875,-0.0589923131347814,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
39.0,40.0,3,-87.1,,-81.95,,152.915,185.936,4.126,1.387,-57.35,-533.911,2309.181,33.427,11.192,7.339,63.2,95.0,0.6,0.894,511.135,-783.462,60.0,6.145,6.989,0.5471,0.4947999999999998,0.5375,0.1214736842105263,0.5471,0.5,0.2521328816318887,1.102,0.046,1.102,0.1994736842105263,0.4947999999999998,0.369,0.290168502770373,1.286,0.088,1.286,0.0976842105263157,0.6263000000000001,0.79,0.4330495930029261,1.006,-0.3,1.006,-0.6068023591993609,-0.7716833455223734,0.1916799901594993,"[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
40.0,41.0,3,-87.0,,-79.15,,184.291,188.121,13.656,2.739,181.364,-517.478,2166.977,97.755,23.271,69.192,67.783,91.174,4.201,1.434,523.496,-707.637,60.0,44.327,29.696,0.4575,0.3506999999999999,0.8709999999999999,0.0481052631578947,0.4575,0.476,0.0650718833291307,0.552,0.326,0.552,0.0617894736842105,0.3506999999999999,0.352,0.072449361625897,0.47,0.098,0.47,0.0226315789473684,0.8709999999999999,0.864,0.0408485005844767,0.982,0.812,0.982,0.0282431564175301,-0.3037896929913667,-0.0283498834691643,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41.0,42.0,3,-87.65,,-83.75,,239.012,189.766,18.853,8.859,550.101,-485.684,1984.832,132.042,62.276,28.554,69.88,86.04,6.042,1.509,502.316,-614.004,60.0,42.061,13.816,-0.3788,0.6572,0.1638,0.1669473684210526,0.5174,-0.571,0.4126525899591568,0.438,-1.096,1.096,0.4871578947368421,0.7270000000000001,0.605,0.479146073760393,1.562,-0.698,1.562,0.2079999999999999,0.415,0.162,0.4747141876961337,0.972,-0.628,0.972,-0.3777580011656172,0.696263312517486,-0.3996016148009747,"[0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
42.0,43.0,3,-95.0,,-95.0,,278.086,192.497,3.117,6.839,874.963,-537.695,2112.279,45.181,59.307,77.395,30.692,61.462,13.561,24.384,246.756,-464.748,60.0,90.961,167.291,-0.6508,0.5349,-0.3525999999999999,0.0318947368421052,0.6508,-0.649,0.0428924235734004,-0.56,-0.738,0.738,0.0542105263157895,0.5349,0.541,0.0625155180735151,0.67,0.428,0.67,0.0233684210526315,0.3525999999999999,-0.351,0.0387509999870971,-0.236,-0.414,0.414,0.3464255321942579,-0.1575574096105431,-0.2299488415988274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
43.0,44.0,6,-98.5,,-91.78,,,,,,,,,,,,,,,,,,,,,-0.7268333333333333,0.4926666666666666,0.0275,0.0803636363636363,0.7268333333333333,-0.728,0.074451139831585,-0.61,-0.86,0.86,0.1749090909090909,0.4926666666666666,0.484,0.1386081607345766,0.748,0.198,0.748,0.1032727272727272,0.2428333333333333,0.083,0.2645992252445195,0.39,-0.378,0.39,0.2759706455058456,0.4364149670285666,0.356876572012791,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
44.0,45.0,5,-94.13,,-94.84,,,,,,,,,,,,,,,,,,,,,-0.6273684210526315,0.6208421052631578,-0.2005263157894737,0.1283333333333333,0.6273684210526315,-0.706,0.2443699116904783,-0.038,-0.962,0.962,0.1865555555555555,0.6208421052631578,0.588,0.3041933704869313,1.112,0.012,1.112,0.1374444444444444,0.3034736842105263,-0.164,0.291483206778358,0.432,-0.562,0.562,0.8167965939572611,0.1416545767896195,0.2645208410127536,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45.0,46.0,5,-96.67,,-91.25,,,,,,,,,,,,,,,,,,,,,-0.61275,0.62575,-0.2027499999999999,0.0775999999999999,0.61275,-0.592,0.0754018401632214,-0.506,-0.848,0.848,0.1126666666666666,0.62575,0.675,0.1561551712240103,0.798,0.21,0.798,0.0621333333333333,0.20775,-0.1659999999999999,0.1361467498693964,0.04,-0.6,0.6,-0.1856943764018714,-0.0717497481769001,0.8384429227745231,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
46.0,47.0,5,-94.41,,-93.18,,,,,,,,,,,,,,,,,,,,,-0.6272941176470588,0.3423529411764706,-0.4955294117647058,0.059375,0.6272941176470588,-0.652,0.0888989940430627,-0.378,-0.756,0.756,0.240375,0.3574117647058824,0.386,0.2056315783647085,0.798,-0.128,0.798,0.141,0.4955294117647058,-0.474,0.1488046953904419,-0.112,-0.826,0.826,-0.6280716064030415,-0.4938041999421996,-0.194206667952565,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
