t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z,room
37.016,153.936645508,173.211685181,181.0,235.0,124.0,138.0,-50.0127334595,-438.908630371,2352.19140625,175.424621582,-960.658447266,2382.19140625,-293.1534729,-146.576690674,2322.19140625,hallway
37.032,153.526550293,174.026306152,181.0,235.0,124.0,138.0,-53.3846168518,-445.539306641,2351.72363281,175.390167236,-960.469848633,2381.72363281,-293.094421387,-146.547164917,2321.72363281,hallway
37.094,153.526519775,174.28793335,181.0,235.0,124.0,138.0,-53.366268158,-447.539855957,2350.89892578,175.329437256,-960.137207031,2380.89892578,-292.990325928,-146.495117188,2320.89892578,hallway
37.126,153.629928589,174.108566284,179.0,235.0,124.0,136.0,-52.4861183167,-445.827270508,2349.66577148,158.549179077,-959.639953613,2379.66577148,-292.834655762,-130.148712158,2319.66577148,hallway
37.157,153.341522217,174.663406372,179.0,235.0,124.0,138.0,-54.8703994751,-450.463989258,2350.00585938,158.571838379,-959.777099609,2380.00585938,-292.877593994,-146.438751221,2320.00585938,hallway
37.188,152.998031616,175.387649536,179.0,235.0,124.0,136.0,-57.7017593384,-456.438415527,2350.03710938,158.573913574,-959.789611816,2380.03710938,-292.881530762,-130.169540405,2320.03710938,hallway
37.219,152.88142395,176.142608643,179.0,235.0,124.0,136.0,-58.6324539185,-462.421295166,2348.82519531,158.493179321,-959.30090332,2378.82519531,-292.728515625,-130.101547241,2318.82519531,hallway
37.282,152.796295166,176.500045776,179.0,235.0,122.0,136.0,-59.233669281,-464.581298828,2344.86816406,158.229522705,-957.70526123,2374.86816406,-308.463897705,-129.87953186,2314.86816406,hallway
37.313,152.912384033,176.900009155,179.0,235.0,124.0,136.0,-58.2172317505,-467.372741699,2342.37597656,158.063491821,-956.700195312,2372.37597656,-291.914398193,-129.739700317,2312.37597656,hallway
37.376,153.313552856,176.160018921,179.0,235.0,122.0,138.0,-54.9058189392,-461.15826416,2341.68408203,158.017379761,-956.421203613,2371.68408203,-308.039642334,-145.913482666,2311.68408203,hallway
37.407,153.320602417,176.233596802,179.0,235.0,122.0,138.0,-54.7304000854,-460.772949219,2336.66601562,157.683044434,-954.397521973,2366.66601562,-307.370941162,-145.596740723,2306.66601562,hallway
37.438,153.16519165,175.801528931,179.0,235.0,122.0,138.0,-55.9671974182,-456.933410645,2335.13671875,157.58114624,-953.780822754,2365.13671875,-307.167175293,-145.500198364,2305.13671875,hallway
37.485,153.331787109,175.989608765,179.0,235.0,122.0,138.0,-54.7577514648,-459.773498535,2341.75830078,158.022323608,-956.451049805,2371.75830078,-308.049499512,-145.918167114,2311.75830078,hallway
37.501,153.382919312,176.428451538,179.0,235.0,122.0,138.0,-54.5509414673,-465.194030762,2350.93994141,158.634078979,-960.153747559,2380.93994141,-309.273010254,-146.497711182,2320.93994141,hallway
37.532,153.316253662,176.699829102,179.0,235.0,122.0,138.0,-55.1253433228,-467.640991211,2351.99511719,158.704376221,-960.579223633,2381.99511719,-309.413635254,-146.564315796,2321.99511719,hallway
37.563,153.3097229,176.666763306,179.0,235.0,122.0,138.0,-55.134677887,-466.992126465,2350.1015625,158.578201294,-959.815612793,2380.1015625,-309.161315918,-146.444778442,2320.1015625,hallway
