start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
37.0,38.0,0.9524000000000001,0.1071,0.22159999999999996,0.032315789473684214,0.9524000000000001,0.967,0.05433083838852481,1.014,0.816,1.014,0.04736842105263158,0.12610000000000002,0.11499999999999999,0.10200093136829683,0.268,-0.08,0.268,0.04105263157894737,0.22159999999999996,0.223,0.11057594675154268,0.422,0.044,0.422,0.4453357625589739,-0.4800252562463239,-0.7223928256018692
38.0,39.0,0.9128000000000001,0.31779999999999997,0.05249999999999999,0.026736842105263153,0.9128000000000001,0.922,0.042756987733001024,0.988,0.828,0.988,0.047052631578947374,0.31779999999999997,0.339,0.0787982233302249,0.46,0.194,0.46,0.0645263157894737,0.08430000000000001,0.06,0.07858466771578283,0.188,-0.098,0.188,-0.3489400567613692,0.5028506067681875,-0.058992313134781496
39.0,40.0,0.5471,0.49479999999999985,0.5375,0.12147368421052633,0.5471,0.5,0.2521328816318887,1.102,0.046,1.102,0.1994736842105263,0.49479999999999985,0.369,0.29016850277037304,1.286,0.088,1.286,0.09768421052631578,0.6263000000000001,0.79,0.4330495930029261,1.006,-0.3,1.006,-0.6068023591993609,-0.7716833455223734,0.19167999015949938
40.0,41.0,0.4575,0.35069999999999996,0.8709999999999999,0.04810526315789474,0.4575,0.476,0.0650718833291307,0.552,0.326,0.552,0.06178947368421053,0.35069999999999996,0.352,0.07244936162589702,0.47,0.098,0.47,0.02263157894736843,0.8709999999999999,0.864,0.04084850058447678,0.982,0.812,0.982,0.02824315641753016,-0.3037896929913667,-0.02834988346916432
41.0,42.0,-0.3788,0.6572,0.1638,0.16694736842105262,0.5174,-0.571,0.4126525899591568,0.438,-1.096,1.096,0.4871578947368421,0.7270000000000001,0.605,0.479146073760393,1.562,-0.698,1.562,0.20799999999999996,0.41500000000000004,0.162,0.4747141876961337,0.972,-0.628,0.972,-0.37775800116561725,0.696263312517486,-0.3996016148009747
42.0,43.0,-0.6508,0.5349,-0.35259999999999997,0.031894736842105254,0.6508,-0.649,0.04289242357340045,-0.56,-0.738,0.738,0.0542105263157895,0.5349,0.541,0.06251551807351516,0.67,0.428,0.67,0.02336842105263157,0.35259999999999997,-0.351,0.03875099998709711,-0.236,-0.414,0.414,0.3464255321942579,-0.1575574096105431,-0.22994884159882745
43.0,44.0,-0.7268333333333333,0.49266666666666664,0.0275,0.08036363636363636,0.7268333333333333,-0.728,0.074451139831585,-0.61,-0.86,0.86,0.17490909090909093,0.49266666666666664,0.484,0.1386081607345766,0.748,0.198,0.748,0.10327272727272727,0.24283333333333332,0.083,0.26459922524451956,0.39,-0.378,0.39,0.27597064550584566,0.4364149670285666,0.356876572012791
44.0,45.0,-0.6273684210526315,0.6208421052631578,-0.20052631578947372,0.12833333333333335,0.6273684210526315,-0.706,0.24436991169047834,-0.038,-0.962,0.962,0.18655555555555553,0.6208421052631578,0.588,0.3041933704869313,1.112,0.012,1.112,0.13744444444444442,0.30347368421052634,-0.164,0.291483206778358,0.432,-0.562,0.562,0.8167965939572611,0.14165457678961957,0.2645208410127536
45.0,46.0,-0.61275,0.62575,-0.20274999999999999,0.07759999999999997,0.61275,-0.592,0.07540184016322148,-0.506,-0.848,0.848,0.11266666666666666,0.62575,0.675,0.15615517122401038,0.798,0.21,0.798,0.06213333333333334,0.20775,-0.16599999999999998,0.13614674986939646,0.04,-0.6,0.6,-0.18569437640187147,-0.07174974817690018,0.8384429227745231
46.0,47.0,-0.6272941176470588,0.34235294117647064,-0.49552941176470583,0.059375000000000004,0.6272941176470588,-0.652,0.08889899404306278,-0.378,-0.756,0.756,0.24037500000000003,0.3574117647058824,0.386,0.2056315783647085,0.798,-0.128,0.798,0.14100000000000001,0.49552941176470583,-0.474,0.14880469539044194,-0.112,-0.826,0.826,-0.6280716064030415,-0.4938041999421996,-0.19420666795256505
47.0,48.0,-0.7888000000000001,0.27090000000000003,-0.31,0.07389473684210526,0.7888000000000001,-0.755,0.15534915513127195,-0.588,-1.108,1.108,0.10726315789473685,0.2781,0.298,0.12436957023323672,0.472,-0.072,0.472,0.06789473684210527,0.3148,-0.33099999999999996,0.16184684118017256,0.048,-0.532,0.532,0.2950885702737801,-0.7036138012342787,-0.6519407815853407
48.0,49.0,-0.9476000000000001,0.3006666666666667,0.04933333333333333,0.10585714285714284,0.9476000000000001,-0.958,0.09927524028343288,-0.792,-1.138,1.138,0.03557142857142858,0.3006666666666667,0.288,0.05688194402053744,0.408,0.204,0.408,0.04014285714285715,0.06960000000000001,0.054,0.07228339289829226,0.206,-0.072,0.206,0.16282482194562706,0.18402206157883166,0.8881279217797269
49.0,50.0,-0.9995,0.4405,0.0955,0.1353333333333333,0.9995,-1.042,0.16003359022405267,-0.754,-1.16,1.16,0.07933333333333337,0.4405,0.434,0.05798922313671741,0.526,0.368,0.526,0.022666666666666665,0.0955,0.092,0.017457090250096088,0.12,0.078,0.12,0.8076044656842342,0.5273433141391786,0.42797600807146646
50.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,-0.8857499999999999,0.18874999999999997,0.158,0.6348571428571427,0.99925,-0.8039999999999999,1.003582800520216,0.454,-2.65,2.65,0.1657142857142857,0.28775,0.179,0.29128840948448326,0.566,-0.168,0.566,0.10571428571428573,0.16299999999999998,0.14100000000000001,0.11484772527133483,0.39,-0.02,0.39,-0.9443514628955714,-0.6352377847601777,0.8130164845877879
53.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
