start,end,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
48.0,49.0,0.41573,0.56282,0.59142,0.0
49.0,50.0,0.50153,0.46476,0.64862,0.0
50.0,51.0,0.56282,0.29316,0.60776,0.0
51.0,52.0,0.69867,0.34627,0.69356,0.0
52.0,53.0,0.89785,0.27681,0.0,0.0
53.0,54.0,0.86374,0.35853,0.8094,0.0
54.0,55.0,0.76507,0.41573,0.66292,0.0
55.0,56.0,0.87068,0.53422,0.70174,0.0
56.0,57.0,0.83657,0.3953,0.75894,0.0
57.0,58.0,0.0,0.31359,0.0,0.0
58.0,59.0,0.0,0.27681,0.0,0.0
59.0,60.0,0.0,0.32584,0.0,0.0
60.0,61.0,0.0,0.32584,0.0,0.0
61.0,62.0,0.0,0.34831,0.0,0.0
62.0,63.0,0.0,0.34219,0.0,0.0
63.0,64.0,0.0,0.34934,0.0,0.0
64.0,65.0,0.0,0.33912,0.0,0.0
65.0,66.0,0.0,0.20735,0.91828,0.0
66.0,67.0,0.0,0.32891,0.79408,0.0
67.0,68.0,0.0,0.35036,0.68723,0.0
68.0,69.0,0.0,0.30664,0.0,0.0
69.0,70.0,0.0,0.44127,0.83657,0.0
70.0,71.0,0.89785,0.42799,0.0,0.0
71.0,72.0,0.94688,0.31665,0.0,0.0
72.0,73.0,0.0,0.28294,0.0,0.0
73.0,74.0,0.0,0.38325,0.0,0.0
74.0,75.0,0.0,0.41471,0.0,0.0
75.0,76.0,0.95914,0.28723,0.88335,0.0
76.0,77.0,0.0,0.25332,0.75485,0.0
77.0,78.0,0.0,0.34729,0.88029,0.0
78.0,79.0,0.0,0.40858,0.857,0.0
79.0,80.0,0.83657,0.40245,0.0,0.0
80.0,81.0,0.84392,0.39837,0.0,0.0
81.0,82.0,0.72666,0.41573,0.97957,0.0
82.0,83.0,0.73442,0.37814,0.87068,0.0
83.0,84.0,0.0,0.29622,0.93585,0.0
84.0,85.0,0.0,0.29724,0.82635,0.0
85.0,86.0,0.0,0.23698,0.83657,0.0
86.0,87.0,0.0,0.29928,0.0,0.0
87.0,88.0,0.0,0.29418,0.0,0.0
88.0,89.0,0.0,0.29826,0.89785,0.0
89.0,90.0,0.0,0.31563,0.0,0.0
90.0,91.0,0.0,0.4096,0.0,0.0
91.0,92.0,0.0,0.41573,0.0,0.0
92.0,93.0,0.0,0.40858,0.0,0.0
93.0,94.0,0.0,0.37998,0.0,0.0
94.0,95.0,0.0,0.40449,0.0,0.0
95.0,96.0,0.0,0.33708,0.0,0.0
96.0,97.0,0.0,0.28805,0.0,0.0
97.0,98.0,0.0,0.36057,0.0,0.0
98.0,99.0,0.0,0.27171,0.0,0.0
99.0,100.0,0.0,0.28907,0.0,0.0
100.0,101.0,0.0,0.34382,0.0,0.0
101.0,102.0,0.0,0.28805,0.0,0.0
102.0,103.0,0.0,0.28601,0.0,0.0
103.0,104.0,0.0,0.23596,0.0,0.0
104.0,105.0,0.0,0.24821,0.0,0.0
105.0,106.0,0.0,0.22778,0.0,0.0
106.0,107.0,0.0,0.24821,0.0,0.0
107.0,108.0,0.0,0.24719,0.0,0.0
108.0,109.0,0.0,0.30235,0.0,0.0
109.0,110.0,0.0,0.26456,0.89785,0.0
110.0,111.0,0.0,0.3953,0.89785,0.0
111.0,112.0,0.0,0.54464,0.0,0.0
112.0,113.0,0.0,0.3857,0.0,0.0
113.0,114.0,0.0,0.2952,0.93871,0.0
114.0,115.0,0.0,0.32809,0.0,0.0
115.0,116.0,0.0,0.28294,0.93871,0.0
116.0,117.0,0.0,0.28274,0.0,0.0
117.0,118.0,0.0,0.53013,0.0,0.0
