start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
7.0,8.0,-0.7076999999999999,0.3843,0.5921000000000001,0.013578947368421065,0.7076999999999999,-0.707,0.011050339361304711,-0.69,-0.728,0.728,0.01357894736842105,0.3843,0.396,0.027087081791880054,0.414,0.326,0.414,0.016315789473684224,0.5921000000000001,0.585,0.022737414100992247,0.658,0.566,0.658,0.015067413506940464,0.4894208715220728,-0.6540613943040403
8.0,9.0,-0.7125,0.4024,0.5735,0.0074736842105263225,0.7125,-0.712,0.005722761571129804,-0.706,-0.722,0.722,0.007473684210526302,0.4024,0.404,0.00682934843158554,0.414,0.386,0.414,0.006842105263157889,0.5735,0.574,0.006808083430746127,0.588,0.562,0.588,0.035821445971865234,0.0397833340792707,0.0043015587177745625
9.0,10.0,-0.7109,0.40680000000000005,0.5736,0.006631578947368427,0.7109,-0.712,0.00519519008314422,-0.704,-0.72,0.72,0.005263157894736824,0.40680000000000005,0.408,0.005599999999999982,0.414,0.398,0.414,0.0076842105263157726,0.5736,0.574,0.007709734106958538,0.59,0.556,0.59,0.059120619693854744,0.09587168970189354,0.04447068317799548
10.0,11.0,-0.7097,0.40729999999999994,0.5713999999999999,0.00515789473684211,0.7097,-0.709,0.005109794516416492,-0.698,-0.72,0.72,0.008315789473684191,0.40729999999999994,0.408,0.00693613725354392,0.422,0.396,0.422,0.006947368421052602,0.5713999999999999,0.574,0.006755738301621789,0.582,0.556,0.582,-0.5019434989418793,-0.21494515064657127,0.4733376447685861
11.0,12.0,-0.6865,0.4489000000000001,0.5605,0.011578947368421057,0.6865,-0.688,0.020018741219167576,-0.642,-0.714,0.714,0.01136842105263158,0.4489000000000001,0.451,0.03829608335065089,0.54,0.4,0.54,0.013368421052631562,0.5605,0.566,0.017741194999210144,0.582,0.52,0.582,0.8093114107118532,-0.6238096940813229,-0.5888125332295183
12.0,13.0,-0.6293,0.5633999999999999,0.5310000000000001,0.008421052631578954,0.6293,-0.626,0.015182555779578099,-0.608,-0.66,0.66,0.009684210526315769,0.5633999999999999,0.568,0.016794046564184553,0.59,0.524,0.59,0.008000000000000007,0.5310000000000001,0.528,0.008613942186943219,0.55,0.518,0.55,0.7366167631445742,-0.09863768530986826,-0.25714947040737857
13.0,14.0,-0.6184,0.5734,0.5307999999999999,0.00652631578947369,0.6184,-0.619,0.006374950980203697,-0.606,-0.632,0.632,0.006736842105263129,0.5734,0.574,0.006959885056522104,0.59,0.56,0.59,0.00821052631578948,0.5307999999999999,0.528,0.0069397406291589955,0.546,0.52,0.546,0.6256631039586151,-0.313739628060605,-0.052174132216937744
14.0,15.0,-0.6174999999999999,0.5679,0.5364000000000001,0.005052631578947373,0.6174999999999999,-0.616,0.004189272013130686,-0.61,-0.626,0.626,0.011263157894736805,0.5679,0.568,0.008636550237218531,0.582,0.546,0.582,0.007263157894736849,0.5364000000000001,0.536,0.007499333303701076,0.552,0.516,0.552,0.34963239209255803,0.12095459739098231,-0.0024703416638004526
15.0,16.0,-0.6249,0.5649000000000001,0.5354,0.006631578947368427,0.6249,-0.624,0.005233545643251815,-0.616,-0.636,0.636,0.0078947368421052,0.5649000000000001,0.566,0.006244197306299624,0.576,0.556,0.576,0.010000000000000009,0.5354,0.536,0.008345058418010034,0.55,0.518,0.55,0.263469603419893,-0.07189592087552907,0.3673126916221432
16.0,17.0,-0.5599999999999998,0.5869000000000001,0.5865,0.03768421052631579,0.5599999999999998,-0.608,0.08841719289821409,-0.352,-0.648,0.648,0.02484210526315788,0.5869000000000001,0.577,0.03610249298871202,0.668,0.51,0.668,0.03263157894736843,0.5865,0.5609999999999999,0.0542581791069328,0.71,0.524,0.71,-0.10663889505170467,0.30275010522167684,0.22582063508378272
17.0,18.0,-0.47700000000000004,0.6343,0.6411,0.04073684210526315,0.47700000000000004,-0.491,0.08600348830134741,-0.338,-0.61,0.61,0.05126315789473682,0.6343,0.656,0.0824918783881177,0.784,0.472,0.784,0.045578947368421045,0.6411,0.6910000000000001,0.09494308821604656,0.766,0.486,0.766,0.0975250251912341,-0.7969567554038254,-0.5153361389067468
18.0,19.0,-0.4149,0.5755,0.6851,0.08315789473684211,0.4149,-0.435,0.13618145982475002,-0.186,-0.656,0.656,0.08642105263157897,0.5755,0.513,0.16250276920717383,1.036,0.422,1.036,0.08063157894736843,0.6851,0.683,0.1047004775538297,0.94,0.468,0.94,0.11584119816798212,-0.5691022462230751,0.4176737337903095
19.0,20.0,-0.7442,0.4944,0.5013,0.08399999999999998,0.7442,-0.726,0.18050473677995268,-0.304,-1.008,1.008,0.06494736842105263,0.4944,0.471,0.12499855999170552,0.71,0.286,0.71,0.05389473684210527,0.5013,0.496,0.0824166852039076,0.654,0.352,0.654,-0.32536340938745384,-0.07947648223132685,0.451144913746514
20.0,21.0,-0.7541,0.43410000000000004,0.3611,0.10978947368421052,0.7541,-0.704,0.18091708045400245,-0.532,-1.18,1.18,0.04578947368421053,0.43410000000000004,0.43,0.08983200988511836,0.672,0.268,0.672,0.056842105263157895,0.3611,0.347,0.11843052815891687,0.64,0.12,0.64,0.18781582416125447,0.41147515327946627,0.8093626732902954
21.0,22.0,-0.8089999999999999,0.4625000000000001,0.3692,0.08557894736842105,0.8089999999999999,-0.824,0.14685979708551963,-0.538,-1.056,1.056,0.05957894736842106,0.4625000000000001,0.40700000000000003,0.12922519104261368,0.728,0.29,0.728,0.041263157894736856,0.3692,0.35,0.084098513661063,0.636,0.284,0.636,-0.34015728677709345,-0.10279587075967889,0.6506836603252564
22.0,23.0,-0.8542,0.42350000000000004,0.2645,0.17010526315789476,0.8542,-0.85,0.1864852809205059,-0.546,-1.344,1.344,0.06663157894736842,0.42350000000000004,0.424,0.08032403127333688,0.556,0.23,0.556,0.056842105263157895,0.2645,0.28,0.12328645505488428,0.446,0.07,0.446,-0.055710401108999545,0.03634883348005969,-0.4881970990353934
23.0,24.0,-0.8599,0.38269999999999993,0.20290000000000002,0.07347368421052632,0.8599,-0.866,0.09976868246098071,-0.61,-1.042,1.042,0.04789473684210526,0.38269999999999993,0.378,0.07544342250985171,0.604,0.246,0.604,0.043263157894736844,0.20350000000000001,0.22999999999999998,0.12335230034336613,0.396,-0.004,0.396,0.6055262501154483,0.5043359936743289,0.34441529864920173
24.0,25.0,-0.7016,0.49899999999999994,0.4119,0.04231578947368421,0.7016,-0.738,0.14641803167642978,-0.418,-0.868,0.868,0.06978947368421053,0.49899999999999994,0.485,0.15219001281293068,0.782,0.28,0.782,0.04210526315789475,0.4119,0.439,0.11204905175859367,0.574,0.216,0.574,-0.05606873834597714,0.5777909953631418,0.6932079776628477
25.0,26.0,-0.6637,0.6786999999999999,0.30550000000000005,0.0876842105263158,0.6637,-0.636,0.10630573832112736,-0.528,-0.912,0.912,0.11915789473684212,0.6786999999999999,0.692,0.14062471333304116,1.08,0.448,1.08,0.09210526315789473,0.30550000000000005,0.336,0.10102054246538177,0.448,0.152,0.448,0.14181280723202985,-0.24015595358487746,-0.571086770820394
26.0,27.0,-0.6455,0.6839999999999999,0.015099999999999999,0.06052631578947368,0.6455,-0.644,0.05024689045105179,-0.564,-0.72,0.72,0.04357894736842106,0.6839999999999999,0.709,0.0699113724654294,0.744,0.44,0.744,0.05810526315789474,0.10070000000000001,-0.025,0.12136469832698468,0.296,-0.136,0.296,0.04104953499890799,-0.16476176805444087,0.07920070806749836
27.0,28.0,-0.784,0.4453750000000001,0.336875,0.07626666666666668,0.784,-0.786,0.0728319984622144,-0.586,-0.906,0.906,0.08400000000000002,0.4453750000000001,0.474,0.15722391476807845,0.736,0.082,0.736,0.06426666666666667,0.336875,0.33399999999999996,0.17723849574796102,0.608,0.12,0.608,0.023928183483009628,0.007262581082640118,-0.8037787452063385
28.0,29.0,-0.6524,0.5687,0.2643000000000001,0.09610526315789474,0.6524,-0.632,0.17909282509358102,-0.388,-0.936,0.936,0.12494736842105258,0.5731,0.626,0.27842433442499237,0.978,-0.042,0.978,0.1028421052631579,0.3850999999999999,0.371,0.34843264772406163,0.894,-0.334,0.894,0.6070070796735034,0.1483694684099925,-0.18333800484897164
