start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
7.0,8.0,7,-91.6,,-83.5,-83.0,,,,,,,,,,,,,,,,,,,,-0.7076999999999999,0.3843,0.5921000000000001,0.013578947368421,0.7076999999999999,-0.707,0.0110503393613047,-0.69,-0.728,0.728,0.013578947368421,0.3843,0.396,0.02708708179188,0.414,0.326,0.414,0.0163157894736842,0.5921000000000001,0.585,0.0227374141009922,0.658,0.566,0.658,0.0150674135069404,0.4894208715220728,-0.6540613943040403,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8.0,9.0,7,-91.8,,-80.0,-83.0,,,,,,,,,,,,,,,,,,,,-0.7125,0.4024,0.5735,0.0074736842105263,0.7125,-0.712,0.0057227615711298,-0.706,-0.722,0.722,0.0074736842105263,0.4024,0.404,0.0068293484315855,0.414,0.386,0.414,0.0068421052631578,0.5735,0.574,0.0068080834307461,0.588,0.562,0.588,0.0358214459718652,0.0397833340792707,0.0043015587177745,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9.0,10.0,7,-91.2,,-80.0,-83.4,,,,,,,,,,,,,,,,,,,,-0.7109,0.4068,0.5736,0.0066315789473684,0.7109,-0.712,0.0051951900831442,-0.704,-0.72,0.72,0.0052631578947368,0.4068,0.408,0.0055999999999999,0.414,0.398,0.414,0.0076842105263157,0.5736,0.574,0.0077097341069585,0.59,0.556,0.59,0.0591206196938547,0.0958716897018935,0.0444706831779954,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10.0,11.0,7,-91.6,,-80.2,-83.4,,,,,,,,,,,,,,,,,,,,-0.7097,0.4072999999999999,0.5713999999999999,0.0051578947368421,0.7097,-0.709,0.0051097945164164,-0.698,-0.72,0.72,0.0083157894736841,0.4072999999999999,0.408,0.0069361372535439,0.422,0.396,0.422,0.0069473684210526,0.5713999999999999,0.574,0.0067557383016217,0.582,0.556,0.582,-0.5019434989418793,-0.2149451506465712,0.4733376447685861,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11.0,12.0,7,-89.0,,-82.6,-81.2,,,,,,,,,,,,,,,,,,,,-0.6865,0.4489000000000001,0.5605,0.011578947368421,0.6865,-0.688,0.0200187412191675,-0.642,-0.714,0.714,0.0113684210526315,0.4489000000000001,0.451,0.0382960833506508,0.54,0.4,0.54,0.0133684210526315,0.5605,0.566,0.0177411949992101,0.582,0.52,0.582,0.8093114107118532,-0.6238096940813229,-0.5888125332295183,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12.0,13.0,7,-86.6,,-86.8,-82.6,,,,,,,,,,,,,,,,,,,,-0.6293,0.5633999999999999,0.5310000000000001,0.0084210526315789,0.6293,-0.626,0.015182555779578,-0.608,-0.66,0.66,0.0096842105263157,0.5633999999999999,0.568,0.0167940465641845,0.59,0.524,0.59,0.008,0.5310000000000001,0.528,0.0086139421869432,0.55,0.518,0.55,0.7366167631445742,-0.0986376853098682,-0.2571494704073785,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13.0,14.0,7,-85.0,,-86.6,-82.2,,,,,,,,,,,,,,,,,,,,-0.6184,0.5734,0.5307999999999999,0.0065263157894736,0.6184,-0.619,0.0063749509802036,-0.606,-0.632,0.632,0.0067368421052631,0.5734,0.574,0.0069598850565221,0.59,0.56,0.59,0.0082105263157894,0.5307999999999999,0.528,0.0069397406291589,0.546,0.52,0.546,0.6256631039586151,-0.313739628060605,-0.0521741322169377,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14.0,15.0,7,-85.0,,-86.75,-82.0,,,,,,,,,,,,,,,,,,,,-0.6174999999999999,0.5679,0.5364000000000001,0.0050526315789473,0.6174999999999999,-0.616,0.0041892720131306,-0.61,-0.626,0.626,0.0112631578947368,0.5679,0.568,0.0086365502372185,0.582,0.546,0.582,0.0072631578947368,0.5364000000000001,0.536,0.007499333303701,0.552,0.516,0.552,0.349632392092558,0.1209545973909823,-0.0024703416638004,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15.0,16.0,7,,,-87.8,-83.2,,,,,,,,,,,,,,,,,,,,-0.6249,0.5649000000000001,0.5354,0.0066315789473684,0.6249,-0.624,0.0052335456432518,-0.616,-0.636,0.636,0.0078947368421052,0.5649000000000001,0.566,0.0062441973062996,0.576,0.556,0.576,0.01,0.5354,0.536,0.00834505841801,0.55,0.518,0.55,0.263469603419893,-0.071895920875529,0.3673126916221432,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16.0,17.0,7,-85.75,,-87.2,-79.8,,,,,,,,,,,,,,,,,,,,-0.5599999999999998,0.5869000000000001,0.5865,0.0376842105263157,0.5599999999999998,-0.608,0.088417192898214,-0.352,-0.648,0.648,0.0248421052631578,0.5869000000000001,0.577,0.036102492988712,0.668,0.51,0.668,0.0326315789473684,0.5865,0.5609999999999999,0.0542581791069328,0.71,0.524,0.71,-0.1066388950517046,0.3027501052216768,0.2258206350837827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17.0,18.0,7,-87.33,,-84.5,-79.2,,,,,,,,,,,,,,,,,,,,-0.477,0.6343,0.6411,0.0407368421052631,0.477,-0.491,0.0860034883013474,-0.338,-0.61,0.61,0.0512631578947368,0.6343,0.656,0.0824918783881177,0.784,0.472,0.784,0.045578947368421,0.6411,0.6910000000000001,0.0949430882160465,0.766,0.486,0.766,0.0975250251912341,-0.7969567554038254,-0.5153361389067468,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18.0,19.0,7,-83.2,,-79.8,-74.6,,,,,,,,,,,,,,,,,,,,-0.4149,0.5755,0.6851,0.0831578947368421,0.4149,-0.435,0.13618145982475,-0.186,-0.656,0.656,0.0864210526315789,0.5755,0.513,0.1625027692071738,1.036,0.422,1.036,0.0806315789473684,0.6851,0.683,0.1047004775538297,0.94,0.468,0.94,0.1158411981679821,-0.5691022462230751,0.4176737337903095,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19.0,20.0,7,-82.2,,-81.6,-71.8,,,,,,,,,,,,,,,,,,,,-0.7442,0.4944,0.5013,0.0839999999999999,0.7442,-0.726,0.1805047367799526,-0.304,-1.008,1.008,0.0649473684210526,0.4944,0.471,0.1249985599917055,0.71,0.286,0.71,0.0538947368421052,0.5013,0.496,0.0824166852039076,0.654,0.352,0.654,-0.3253634093874538,-0.0794764822313268,0.451144913746514,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20.0,21.0,7,-86.8,,-81.4,-79.8,,,,,,,,,,,,,,,,,,,,-0.7541,0.4341,0.3611,0.1097894736842105,0.7541,-0.704,0.1809170804540024,-0.532,-1.18,1.18,0.0457894736842105,0.4341,0.43,0.0898320098851183,0.672,0.268,0.672,0.0568421052631578,0.3611,0.347,0.1184305281589168,0.64,0.12,0.64,0.1878158241612544,0.4114751532794662,0.8093626732902954,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21.0,22.0,7,-86.2,,-75.0,-84.6,,,,,,,,,,,,,,,,,,,,-0.8089999999999999,0.4625000000000001,0.3692,0.085578947368421,0.8089999999999999,-0.824,0.1468597970855196,-0.538,-1.056,1.056,0.059578947368421,0.4625000000000001,0.407,0.1292251910426136,0.728,0.29,0.728,0.0412631578947368,0.3692,0.35,0.084098513661063,0.636,0.284,0.636,-0.3401572867770934,-0.1027958707596788,0.6506836603252564,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22.0,23.0,3,-70.6,,-76.0,-83.6,177.63,162.121,10.34,4.63,180.035,-422.354,2867.909,110.217,36.528,116.89,59.5,116.375,9.152,1.166,600.593,-1182.524,60.0,81.214,53.833,-0.8542,0.4235,0.2645,0.1701052631578947,0.8542,-0.85,0.1864852809205059,-0.546,-1.344,1.344,0.0666315789473684,0.4235,0.424,0.0803240312733368,0.556,0.23,0.556,0.0568421052631578,0.2645,0.28,0.1232864550548842,0.446,0.07,0.446,-0.0557104011089995,0.0363488334800596,-0.4881970990353934,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23.0,24.0,3,-76.8,,-87.4,-96.0,158.785,175.521,4.942,3.112,-7.819,-461.753,2372.135,41.603,34.289,132.954,60.444,113.667,4.609,0.943,504.114,-958.156,60.0,66.325,60.449,-0.8599,0.3826999999999999,0.2029,0.0734736842105263,0.8599,-0.866,0.0997686824609807,-0.61,-1.042,1.042,0.0478947368421052,0.3826999999999999,0.378,0.0754434225098517,0.604,0.246,0.604,0.0432631578947368,0.2035,0.2299999999999999,0.1233523003433661,0.396,-0.004,0.396,0.6055262501154483,0.5043359936743289,0.3444152986492017,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24.0,25.0,3,-83.4,,-83.75,-94.25,154.914,174.348,2.276,1.893,-39.696,-424.733,2228.406,17.736,16.127,9.664,59.182,112.636,5.149,1.872,461.794,-892.498,60.0,42.147,13.772,-0.7016,0.4989999999999999,0.4119,0.0423157894736842,0.7016,-0.738,0.1464180316764297,-0.418,-0.868,0.868,0.0697894736842105,0.4989999999999999,0.485,0.1521900128129306,0.782,0.28,0.782,0.0421052631578947,0.4119,0.439,0.1120490517585936,0.574,0.216,0.574,-0.0560687383459771,0.5777909953631418,0.6932079776628477,"[0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25.0,26.0,3,-93.25,,-87.2,-93.6,206.4,182.092,0.0,0.0,328.304,-439.331,2017.722,0.0,0.0,0.0,83.0,99.0,0.0,0.0,598.521,-714.254,60.0,0.0,0.0,-0.6637,0.6786999999999999,0.3055,0.0876842105263158,0.6637,-0.636,0.1063057383211273,-0.528,-0.912,0.912,0.1191578947368421,0.6786999999999999,0.692,0.1406247133330411,1.08,0.448,1.08,0.0921052631578947,0.3055,0.336,0.1010205424653817,0.448,0.152,0.448,0.1418128072320298,-0.2401559535848774,-0.571086770820394,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26.0,27.0,3,,,-96.5,-91.2,256.116,202.883,15.177,0.5,666.781,-573.345,1972.421,119.073,15.406,41.069,55.667,88.333,18.355,10.873,403.09,-624.34,60.0,119.475,62.78,-0.6455,0.6839999999999999,0.0150999999999999,0.0605263157894736,0.6455,-0.644,0.0502468904510517,-0.564,-0.72,0.72,0.043578947368421,0.6839999999999999,0.709,0.0699113724654294,0.744,0.44,0.744,0.0581052631578947,0.1007,-0.025,0.1213646983269846,0.296,-0.136,0.296,0.0410495349989079,-0.1647617680544408,0.0792007080674983,"[0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35]"
27.0,28.0,3,-97.5,,-101.5,-94.5,277.41,196.259,0.079,0.39,1004.494,-652.43,2439.757,0.988,3.521,1.591,13.0,71.0,0.0,0.0,136.153,-624.161,60.0,0.073,0.396,-0.784,0.4453750000000001,0.336875,0.0762666666666666,0.784,-0.786,0.0728319984622144,-0.586,-0.906,0.906,0.084,0.4453750000000001,0.474,0.1572239147680784,0.736,0.082,0.736,0.0642666666666666,0.336875,0.3339999999999999,0.177238495747961,0.608,0.12,0.608,0.0239281834830096,0.0072625810826401,-0.8037787452063385,"[0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85]"
28.0,29.0,3,-95.6,,-86.6,-93.0,277.409,196.291,0.084,0.233,1004.847,-652.939,2440.635,0.765,2.027,1.363,13.0,71.0,0.0,0.0,136.193,-624.38,60.0,0.062,0.339,-0.6524,0.5687,0.2643000000000001,0.0961052631578947,0.6524,-0.632,0.179092825093581,-0.388,-0.936,0.936,0.1249473684210525,0.5731,0.626,0.2784243344249923,0.978,-0.042,0.978,0.1028421052631579,0.3850999999999999,0.371,0.3484326477240616,0.894,-0.334,0.894,0.6070070796735034,0.1483694684099925,-0.1833380048489716,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
29.0,30.0,5,-98.0,,-92.2,-89.6,,,,,,,,,,,,,,,,,,,,-0.5936000000000001,0.7151000000000002,0.0849999999999999,0.063578947368421,0.5936000000000001,-0.58,0.0642358155548756,-0.474,-0.748,0.748,0.0867368421052631,0.7151000000000002,0.727,0.0939967552631472,0.85,0.498,0.85,0.0858947368421052,0.2415999999999999,0.185,0.2398178475426714,0.412,-0.352,0.412,0.267467898494031,0.4965694338919325,0.0664933627170414,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
