start,end,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
13.0,14.0,0.58367,0.0,0.72041,0.57143
14.0,15.0,0.57918,0.0,0.7398,0.61224
15.0,16.0,0.61837,0.0,0.75714,0.62857
16.0,17.0,0.62245,0.0,0.74898,0.56327
17.0,18.0,0.56531,0.0,0.76531,0.6
18.0,19.0,0.53673,0.0,0.75918,0.58163
19.0,20.0,0.55102,0.0,0.77041,0.52551
20.0,21.0,0.57143,0.0,0.75714,0.46327
21.0,22.0,0.55327,0.0,0.73673,0.59796
22.0,23.0,0.65551,0.0,0.75714,0.54286
23.0,24.0,0.55306,0.0,0.65306,0.50408
24.0,25.0,0.56122,0.0,0.56367,0.62755
25.0,26.0,0.60612,0.0,0.5898,0.57959
26.0,27.0,0.59184,0.0,0.58571,0.59184
27.0,28.0,0.56531,0.0,0.56735,0.56735
28.0,29.0,0.5449,0.0,0.55102,0.51224
29.0,30.0,0.54694,0.0,0.57143,0.44898
30.0,31.0,0.57755,0.0,0.58163,0.4551
31.0,32.0,0.58163,0.0,0.58571,0.46531
32.0,33.0,0.57959,0.0,0.57143,0.46531
33.0,34.0,0.57143,0.0,0.6,0.59796
34.0,35.0,0.57959,0.0,0.63061,0.59388
35.0,36.0,0.53878,0.0,0.53265,0.46735
36.0,37.0,0.60612,0.0,0.49796,0.36327
37.0,38.0,0.69388,0.0,0.65918,0.28367
38.0,39.0,0.71204,0.0,0.54082,0.5449
39.0,40.0,0.69388,0.0,0.50612,0.61837
40.0,41.0,0.58367,0.0,0.51633,0.58776
41.0,42.0,0.32857,0.0,0.43061,0.67959
42.0,43.0,0.63673,0.0,0.54898,0.53061
43.0,44.0,0.46531,0.0,0.52245,0.59592
44.0,45.0,0.61429,0.0,0.59184,0.64633
45.0,46.0,0.62857,0.0,0.55714,0.57143
46.0,47.0,0.58367,0.0,0.53061,0.44898
47.0,48.0,0.56939,0.0,0.49184,0.44898
48.0,49.0,0.5,0.0,0.4898,0.57143
49.0,50.0,0.4898,0.0,0.47959,0.50673
50.0,51.0,0.4898,0.0,0.48571,0.49184
51.0,52.0,0.4898,0.0,0.47755,0.42449
52.0,53.0,0.4802,0.0,0.47469,0.53816
53.0,54.0,0.47347,0.0,0.48571,0.43673
54.0,55.0,0.48571,0.0,0.4898,0.42857
55.0,56.0,0.47857,0.0,0.4898,0.42959
56.0,57.0,0.48571,0.0,0.4898,0.44898
57.0,58.0,0.50204,0.0,0.4898,0.44898
58.0,59.0,0.49082,0.0,0.4898,0.44898
59.0,60.0,0.5102,0.0,0.49286,0.47755
60.0,61.0,0.56306,0.0,0.50714,0.49796
61.0,62.0,0.49694,0.0,0.4898,0.46531
62.0,63.0,0.49388,0.0,0.48878,0.45816
63.0,64.0,0.4898,0.0,0.48571,0.57041
64.0,65.0,0.4898,0.0,0.47857,0.47857
65.0,66.0,0.5398,0.0,0.45714,0.46429
66.0,67.0,0.60102,0.0,0.59898,0.56327
67.0,68.0,0.59694,0.0,0.42143,0.57755
68.0,69.0,0.48163,0.0,0.43367,0.49694
69.0,70.0,0.41939,0.0,0.43367,0.62857
70.0,71.0,0.41898,0.0,0.45429,0.53816
71.0,72.0,0.40939,0.0,0.47531,0.5102
72.0,73.0,0.41939,0.0,0.47245,0.52347
73.0,74.0,0.3949,0.0,0.45918,0.56327
74.0,75.0,0.38776,0.0,0.44592,0.53776
75.0,76.0,0.38878,0.0,0.44898,0.6398
76.0,77.0,0.40918,0.0,0.47041,0.73857
77.0,78.0,0.45714,0.0,0.47347,0.51612
78.0,79.0,0.42755,0.0,0.45204,0.62429
79.0,80.0,0.55306,0.0,0.44898,0.61327
80.0,81.0,0.62245,0.0,0.59776,0.77429
81.0,82.0,0.45408,0.0,0.47041,0.59694
