start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
13.0,14.0,7,-84.6,,-91.3,-84.0,,,,,,,,,,,,,,,,,,,,-0.8848,0.2555,0.2956,0.0077894736842105,0.8848,-0.884,0.0073321211119293,-0.868,-0.898,0.898,0.0085263157894736,0.2555,0.254,0.0093139680050985,0.27,0.236,0.27,0.01,0.2956,0.295,0.010346013725102,0.318,0.28,0.318,-0.0615013881898574,-0.188773199949806,0.018679477032329,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14.0,15.0,7,-84.38,,-92.25,-86.0,,,,,,,,,,,,,,,,,,,,-0.8843,0.2564,0.2953,0.0104210526315789,0.8843,-0.886,0.0100851375796267,-0.858,-0.904,0.904,0.0123157894736842,0.2564,0.258,0.0122572427568356,0.274,0.232,0.274,0.0086315789473684,0.2953,0.295,0.0109229116997254,0.316,0.276,0.316,-0.5119079283323895,0.0779781475416971,0.1693993891362149,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15.0,16.0,7,-86.3,,-93.1,-86.8,,,,,,,,,,,,,,,,,,,,-0.8876999999999999,0.256,0.2941,0.0146315789473684,0.8876999999999999,-0.888,0.0140324623641041,-0.858,-0.91,0.91,0.0145263157894736,0.256,0.254,0.0125379424149259,0.284,0.222,0.284,0.0103157894736842,0.2941,0.294,0.0075226325179421,0.306,0.28,0.306,-0.6002107385575215,-0.1575391566206955,0.1060239260825352,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16.0,17.0,7,-86.5,,-92.7,-83.6,,,,,,,,,,,,,,,,,,,,-0.8851000000000001,0.255,0.2922,0.0069473684210526,0.8851000000000001,-0.886,0.0059824744044584,-0.874,-0.898,0.898,0.0118947368421052,0.255,0.254,0.009497368056467,0.27,0.23,0.27,0.01,0.2922,0.293,0.0080721744282442,0.306,0.272,0.306,-0.617764572067806,-0.4468688202566007,0.2478333768318703,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17.0,18.0,7,-83.7,,-93.5,-85.4,,,,,,,,,,,,,,,,,,,,-0.8846,0.2585,0.2906999999999999,0.0068421052631579,0.8846,-0.884,0.0056956123463592,-0.872,-0.898,0.898,0.01,0.2585,0.261,0.0084823345842993,0.27,0.238,0.27,0.0074736842105263,0.2906999999999999,0.289,0.0063015871016752,0.304,0.28,0.304,0.0724456348321242,0.2401689722035422,0.0046770785737001,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18.0,19.0,7,-82.3,,-93.2,-84.5,,,,,,,,,,,,,,,,,,,,-0.8853000000000002,0.2624000000000001,0.2877,0.008,0.8853000000000002,-0.884,0.0067904344485459,-0.868,-0.896,0.896,0.0147368421052631,0.2624000000000001,0.262,0.0149746452378679,0.318,0.24,0.318,0.0104210526315789,0.2877,0.288,0.0101247222184117,0.32,0.268,0.32,-0.3508897986316217,0.0525081266430855,-0.5268638450930366,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19.0,20.0,7,-83.0,,-93.75,-81.75,,,,,,,,,,,,,,,,,,,,-0.8855,0.25825,0.2915,0.0058666666666666,0.8855,-0.888,0.0060207972893961,-0.872,-0.896,0.896,0.0076,0.25825,0.254,0.0072413741789801,0.274,0.248,0.274,0.0149333333333333,0.2915,0.294,0.0111691539518443,0.304,0.268,0.304,-0.4157220121888606,-0.0111528787513973,-0.1777323925221221,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20.0,21.0,7,-84.0,,-93.1,-78.7,,,,,,,,,,,,,,,,,,,,-0.8894,0.2580000000000001,0.2893,0.0091578947368421,0.8894,-0.889,0.0072415467960926,-0.874,-0.904,0.904,0.0070526315789473,0.2580000000000001,0.259,0.0062928530890209,0.272,0.248,0.272,0.0054736842105263,0.2893,0.289,0.0047021271782035,0.302,0.284,0.302,-0.1184990381867101,0.059323348485644,-0.4123043021435409,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21.0,22.0,7,-83.11,,-92.1,-85.3,,,,,,,,,,,,,,,,,,,,-0.8859,0.2594000000000001,0.2861,0.0176842105263158,0.8859,-0.883,0.01327365812427,-0.872,-0.922,0.922,0.0203157894736842,0.2594000000000001,0.258,0.0207855719190018,0.336,0.23,0.336,0.0112631578947368,0.2861,0.286,0.0093696317963941,0.304,0.264,0.304,0.1712935897372388,0.3054612616956804,-0.2297267013296582,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22.0,23.0,7,-88.12,,-93.1,-82.6,,,,,,,,,,,,,,,,,,,,-0.8851000000000001,0.2578,0.2890999999999999,0.0109473684210526,0.8851000000000001,-0.885,0.0084017855245179,-0.866,-0.898,0.898,0.0204210526315789,0.2578,0.254,0.0224579607266554,0.348,0.238,0.348,0.0107368421052631,0.2890999999999999,0.29,0.0098888826466896,0.306,0.264,0.306,-0.4982856014231963,0.2239894478136203,-0.526737303238342,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
