t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z,room
81.018,143.287475586,160.571594238,155.0,235.0,136.0,118.0,-163.767272949,-397.563842773,2794.41162109,-49.5213508606,-1138.99121094,2824.41162109,-232.652862549,19.3877220154,2764.41162109,hallway
81.049,143.245422363,160.695770264,155.0,235.0,136.0,118.0,-164.092956543,-398.571228027,2792.94335938,-49.4956092834,-1138.39904785,2822.94335938,-232.529281616,19.3774242401,2762.94335938,hallway
81.08,143.190765381,160.788131714,155.0,235.0,136.0,118.0,-164.480194092,-399.116455078,2790.43115234,-49.4515609741,-1137.38598633,2820.43115234,-232.317855835,19.3598041534,2760.43115234,hallway
81.112,143.132156372,160.881881714,155.0,235.0,136.0,118.0,-165.012069702,-399.93270874,2789.7265625,-49.4392089844,-1137.10180664,2819.7265625,-232.258560181,19.3548641205,2759.7265625,hallway
81.158,143.112182617,160.9012146,155.0,235.0,136.0,118.0,-165.139266968,-399.956665039,2788.57421875,-49.419002533,-1136.63708496,2818.57421875,-232.161575317,19.3467826843,2758.57421875,hallway
81.174,142.97315979,161.127960205,155.0,235.0,136.0,118.0,-165.317657471,-399.321075439,2768.79345703,-49.0721817017,-1128.66015625,2798.79345703,-230.496826172,19.2080535889,2738.79345703,hallway
81.205,142.996826172,161.431213379,155.0,235.0,134.0,116.0,-165.070892334,-402.224121094,2768.50952148,-49.0672035217,-1128.5456543,2798.50952148,-249.679092407,38.4121932983,2738.50952148,hallway
81.252,142.674758911,161.801239014,155.0,235.0,136.0,116.0,-168.080505371,-405.533874512,2766.58129883,-49.0333938599,-1127.76806641,2796.58129883,-230.310653687,38.3851470947,2736.58129883,hallway
81.283,142.53086853,161.861831665,155.0,235.0,136.0,116.0,-169.406768799,-405.954803467,2765.44506836,-49.0134735107,-1127.30981445,2795.44506836,-230.215026855,38.3692092896,2735.44506836,hallway
81.315,142.526733398,161.83454895,155.0,235.0,132.0,118.0,-169.161621094,-405.007293701,2760.78930664,-48.931842804,-1125.43237305,2790.78930664,-268.12713623,19.1519165039,2730.78930664,hallway
81.346,142.415985107,161.537536621,155.0,235.0,134.0,116.0,-170.622192383,-403.049316406,2767.08862305,-49.0422897339,-1127.97265625,2797.08862305,-249.549545288,38.3922615051,2737.08862305,hallway
81.377,142.36000061,161.654815674,155.0,235.0,134.0,116.0,-170.905517578,-403.573425293,2762.88574219,-48.9685974121,-1126.27783203,2792.88574219,-249.166351318,38.3333091736,2732.88574219,hallway
81.408,142.750854492,161.799514771,155.0,235.0,136.0,116.0,-167.161270142,-405.078735352,2763.59082031,-48.9809608459,-1126.56213379,2793.59082031,-230.058959961,38.3431968689,2733.59082031,hallway
81.455,142.942443848,161.911026001,155.0,235.0,136.0,116.0,-165.748260498,-407.249420166,2771.00756836,-49.111000061,-1129.55310059,2801.00756836,-230.683166504,38.4472312927,2741.00756836,hallway
81.487,142.621002197,161.783798218,155.0,235.0,136.0,118.0,-168.895965576,-406.071380615,2771.40527344,-49.1179733276,-1129.71337891,2801.40527344,-230.716644287,19.2263698578,2741.40527344,hallway
81.518,142.545166016,161.62020874,155.0,235.0,134.0,118.0,-169.64276123,-404.504760742,2771.56420898,-49.1207618713,-1129.77746582,2801.56420898,-249.957595825,19.2274856567,2741.56420898,hallway
81.549,142.608551025,161.082000732,155.0,235.0,136.0,116.0,-169.190414429,-399.660705566,2774.24853516,-49.1678276062,-1130.85998535,2804.24853516,-230.955917358,38.49269104,2744.24853516,hallway
81.58,142.80581665,160.29083252,155.0,235.0,136.0,118.0,-167.379776001,-392.218261719,2776.04858398,-49.1993865967,-1131.58581543,2806.04858398,-231.107421875,19.2589359283,2746.04858398,hallway
