start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
13.0,14.0,-0.8848,0.25550000000000006,0.2956,0.007789473684210534,0.8848,-0.884,0.007332121111929351,-0.868,-0.898,0.898,0.008526315789473693,0.25550000000000006,0.254,0.009313968005098587,0.27,0.236,0.27,0.010000000000000004,0.2956,0.295,0.01034601372510205,0.318,0.28,0.318,-0.06150138818985747,-0.188773199949806,0.01867947703232907
14.0,15.0,-0.8843,0.2564,0.2953,0.010421052631578956,0.8843,-0.886,0.010085137579626773,-0.858,-0.904,0.904,0.01231578947368422,0.2564,0.258,0.012257242756835658,0.274,0.232,0.274,0.00863157894736842,0.2953,0.295,0.01092291169972549,0.316,0.276,0.316,-0.5119079283323895,0.07797814754169716,0.16939938913621494
15.0,16.0,-0.8876999999999999,0.256,0.2941,0.014631578947368435,0.8876999999999999,-0.888,0.014032462364104182,-0.858,-0.91,0.91,0.014526315789473691,0.256,0.254,0.012537942414925984,0.284,0.222,0.284,0.010315789473684214,0.2941,0.294,0.007522632517942107,0.306,0.28,0.306,-0.6002107385575215,-0.15753915662069556,0.1060239260825352
16.0,17.0,-0.8851000000000001,0.255,0.2922,0.006947368421052638,0.8851000000000001,-0.886,0.005982474404458415,-0.874,-0.898,0.898,0.01189473684210527,0.255,0.254,0.009497368056467018,0.27,0.23,0.27,0.01,0.2922,0.293,0.008072174428244223,0.306,0.272,0.306,-0.617764572067806,-0.4468688202566007,0.2478333768318703
17.0,18.0,-0.8846,0.25850000000000006,0.2906999999999999,0.006842105263157901,0.8846,-0.884,0.005695612346359263,-0.872,-0.898,0.898,0.010000000000000009,0.25850000000000006,0.261,0.008482334584299308,0.27,0.238,0.27,0.00747368421052631,0.2906999999999999,0.289,0.006301587101675256,0.304,0.28,0.304,0.07244563483212421,0.24016897220354222,0.0046770785737001
18.0,19.0,-0.8853000000000002,0.2624000000000001,0.2877,0.008000000000000007,0.8853000000000002,-0.884,0.006790434448545989,-0.868,-0.896,0.896,0.014736842105263165,0.2624000000000001,0.262,0.01497464523786791,0.318,0.24,0.318,0.010421052631578939,0.2877,0.288,0.010124722218411718,0.32,0.268,0.32,-0.3508897986316217,0.05250812664308555,-0.5268638450930366
19.0,20.0,-0.8855,0.25825000000000004,0.2915,0.005866666666666672,0.8855,-0.888,0.006020797289396153,-0.872,-0.896,0.896,0.007600000000000007,0.25825000000000004,0.254,0.007241374178980126,0.274,0.248,0.274,0.014933333333333331,0.2915,0.294,0.01116915395184433,0.304,0.268,0.304,-0.4157220121888606,-0.011152878751397331,-0.17773239252212217
20.0,21.0,-0.8894,0.2580000000000001,0.2893,0.009157894736842113,0.8894,-0.889,0.007241546796092676,-0.874,-0.904,0.904,0.007052631578947375,0.2580000000000001,0.259,0.006292853089020915,0.272,0.248,0.272,0.005473684210526321,0.2893,0.289,0.0047021271782035036,0.302,0.284,0.302,-0.11849903818671012,0.05932334848564407,-0.41230430214354097
21.0,22.0,-0.8859,0.2594000000000001,0.2861,0.017684210526315806,0.8859,-0.883,0.013273658124270052,-0.872,-0.922,0.922,0.02031578947368422,0.2594000000000001,0.258,0.020785571919001898,0.336,0.23,0.336,0.011263157894736829,0.2861,0.286,0.009369631796394128,0.304,0.264,0.304,0.17129358973723885,0.3054612616956804,-0.2297267013296582
22.0,23.0,-0.8851000000000001,0.2578,0.28909999999999997,0.010947368421052641,0.8851000000000001,-0.885,0.008401785524517995,-0.866,-0.898,0.898,0.020421052631578954,0.2578,0.254,0.022457960726655478,0.348,0.238,0.348,0.01073684210526316,0.28909999999999997,0.29,0.009888882646689658,0.306,0.264,0.306,-0.4982856014231963,0.22398944781362032,-0.526737303238342
23.0,24.0,-0.8849,0.2603000000000001,0.2887,0.011368421052631588,0.8849,-0.885,0.009305374790947443,-0.856,-0.898,0.898,0.010421052631578954,0.2603000000000001,0.262,0.012919365309487932,0.28,0.226,0.28,0.012210526315789462,0.2887,0.292,0.010512373661547603,0.304,0.27,0.304,0.12036313272735864,0.1066226934226136,0.3165377252851591
