start,end,name,index
28.0,29.0,a_walk,4
29.0,30.0,a_walk,4
30.0,31.0,a_walk,4
31.0,32.0,a_walk,4
32.0,33.0,t_turn,19
33.0,34.0,t_turn,19
34.0,35.0,p_stand,10
35.0,36.0,p_stand,10
36.0,37.0,p_stand,10
37.0,38.0,a_walk,4
38.0,39.0,a_walk,4
39.0,40.0,a_walk,4
40.0,41.0,a_walk,4
41.0,42.0,a_jump,2
42.0,43.0,a_jump,2
43.0,44.0,a_jump,2
44.0,45.0,p_stand,10
45.0,46.0,p_stand,10
46.0,47.0,a_walk,4
47.0,48.0,a_walk,4
48.0,49.0,a_walk,4
49.0,50.0,a_walk,4
50.0,51.0,t_turn,19
51.0,52.0,a_walk,4
52.0,53.0,a_walk,4
53.0,54.0,a_walk,4
54.0,55.0,p_stand,10
55.0,56.0,p_stand,10
56.0,57.0,p_stand,10
57.0,58.0,p_stand,10
58.0,59.0,t_turn,19
59.0,60.0,a_walk,4
60.0,61.0,p_stand,10
61.0,62.0,p_stand,10
62.0,63.0,p_stand,10
63.0,64.0,p_stand,10
64.0,65.0,p_stand,10
65.0,66.0,t_turn,19
66.0,67.0,t_turn,19
67.0,68.0,t_turn,19
68.0,69.0,t_turn,19
69.0,70.0,t_turn,19
70.0,71.0,p_stand,10
71.0,72.0,p_stand,10
72.0,73.0,p_stand,10
73.0,74.0,p_stand,10
74.0,75.0,t_bend,11
75.0,76.0,p_bent,5
76.0,77.0,p_bent,5
77.0,78.0,t_straighten,18
78.0,79.0,t_straighten,18
79.0,80.0,p_stand,10
80.0,81.0,p_stand,10
81.0,82.0,p_stand,10
82.0,83.0,t_bend,11
83.0,84.0,p_bent,5
84.0,85.0,p_bent,5
85.0,86.0,p_bent,5
86.0,87.0,p_bent,5
87.0,88.0,p_stand,10
88.0,89.0,p_stand,10
89.0,90.0,p_stand,10
90.0,91.0,p_stand,10
91.0,92.0,t_turn,19
92.0,93.0,a_walk,4
93.0,94.0,a_walk,4
94.0,95.0,t_stand_sit,17
95.0,96.0,p_sit,8
96.0,97.0,p_sit,8
97.0,98.0,p_sit,8
98.0,99.0,p_sit,8
99.0,100.0,p_sit,8
100.0,101.0,p_sit,8
101.0,102.0,p_sit,8
102.0,103.0,p_sit,8
103.0,104.0,t_sit_lie,14
104.0,105.0,p_lie,7
105.0,106.0,p_lie,7
106.0,107.0,p_lie,7
107.0,108.0,t_lie_sit,13
108.0,109.0,t_lie_sit,13
109.0,110.0,t_sit_lie,14
110.0,111.0,p_sit,8
111.0,112.0,p_sit,8
112.0,113.0,p_sit,8
113.0,114.0,p_sit,8
114.0,115.0,p_sit,8
115.0,116.0,p_sit,8
116.0,117.0,p_sit,8
117.0,118.0,p_sit,8
118.0,119.0,t_sit_stand,15
119.0,120.0,t_sit_stand,15
120.0,121.0,p_stand,10
121.0,122.0,p_stand,10
122.0,123.0,p_stand,10
123.0,124.0,p_stand,10
124.0,125.0,p_stand,10
125.0,126.0,p_stand,10
126.0,127.0,a_walk,4
127.0,128.0,t_bend,11
128.0,129.0,t_bend,11
129.0,130.0,p_bent,5
130.0,131.0,p_bent,5
131.0,132.0,p_bent,5
132.0,133.0,t_straighten,18
133.0,134.0,p_stand,10
134.0,135.0,p_stand,10
135.0,136.0,p_stand,10
136.0,137.0,p_stand,10
137.0,138.0,p_stand,10
