start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
46.0,47.0,0.91877,0.27678,0.50118,0.09197,0.85822,0.87906,0.12301,0.39853,0.90124,0.28901,0.05964,0.38257,0.33905,0.24386,0.29006,0.60765,0.25161,0.10446,0.11459,0.49362,0.15023,0.3152,0.6573,0.08939,0.71652,0.66249,0.91294
47.0,48.0,0.61741,0.29804,0.8567,0.34226,0.36732,0.58485,0.43974,0.49657,0.59691,0.4049,0.16281,0.35332,0.33653,0.27607,0.32791,0.60486,0.25505,0.45591,0.72758,0.91025,0.4128,0.63746,0.69959,0.45668,0.34331,0.29705,0.73097
48.0,49.0,0.77261,0.32249,0.7636,0.18226,0.6179,0.81961,0.51455,0.49078,0.62042,0.39806,0.13515,0.30284,0.3244,0.15478,0.30899,0.6188,0.23785,0.25326,0.53515,0.74961,0.22589,0.5507,0.72979,0.35,0.5329,0.05257,0.56194
49.0,50.0,0.86273,0.27937,0.61404,0.08706,0.76039,0.84044,0.12028,0.3642,0.83137,0.24843,0.06683,0.37804,0.28498,0.09175,0.2222,0.65346,0.1951,0.10947,0.24106,0.58796,0.06924,0.37965,0.75725,0.13969,0.89951,0.61067,0.65628
50.0,51.0,0.77098,0.19014,0.6119,0.08587,0.60024,0.80132,0.25405,0.3369,0.70843,0.21615,0.08084,0.53366,0.2294,0.17352,0.20328,0.5953,0.26684,0.12825,0.23839,0.60836,0.13073,0.37903,0.72155,0.13892,0.9103,0.9396,0.9511
51.0,52.0,0.87826,0.37399,0.69943,0.16468,0.7875,0.84095,0.13914,0.40184,0.86564,0.29293,0.16506,0.25393,0.34764,0.19576,0.36315,0.65864,0.18871,0.44564,0.40896,0.667,0.18609,0.56247,0.77428,0.36448,0.85947,0.52041,0.4851
52.0,53.0,0.86769,0.32848,0.67215,0.06386,0.76904,0.83028,0.0856,0.37082,0.90326,0.25625,0.12665,0.29379,0.34461,0.15464,0.31747,0.60765,0.25161,0.1761,0.35532,0.64099,0.10088,0.4472,0.77208,0.22275,0.51265,0.66432,0.65028
53.0,54.0,0.90253,0.3715,0.62977,0.04736,0.82986,0.87093,0.05359,0.3642,0.94827,0.24843,0.02043,0.21737,0.37341,0.03165,0.24896,0.75144,0.07422,0.02505,0.27199,0.6002,0.0331,0.36788,0.7935,0.12521,0.63624,0.41492,0.78896
54.0,55.0,0.90774,0.37614,0.56574,0.03935,0.83895,0.87297,0.03525,0.36337,0.96574,0.24745,0.01412,0.20928,0.37544,0.0218,0.24504,0.75782,0.06636,0.02355,0.14609,0.52727,0.04139,0.33503,0.7567,0.08482,0.43034,0.42532,0.5479
55.0,56.0,0.90692,0.36341,0.54739,0.01352,0.83753,0.87297,0.01307,0.35179,0.98253,0.23376,0.00635,0.23147,0.36179,0.00833,0.22547,0.75622,0.06832,0.01553,0.11001,0.51452,0.01114,0.30467,0.75396,0.04748,0.69087,0.49759,0.66029
