start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room
75.0,76.0,292.168,103.416,5.607,10.764,1075.927,132.62,2322.536,45.209,83.128,66.501,42.5,131.0,2.398,24.413,372.858,-1058.76,60.0,24.909,170.85,living_room
76.0,77.0,252.406,66.123,29.499,2.601,674.686,393.547,2083.116,215.95,19.208,23.356,64.0,164.769,15.385,2.025,484.987,-1197.461,60.0,107.824,24.893,living_room
77.0,78.0,142.3,69.677,27.637,1.515,-140.271,386.539,2189.36,215.937,19.063,50.217,82.44,164.92,12.139,0.688,629.067,-1259.857,60.0,102.814,25.865,living_room
78.0,79.0,64.611,60.346,13.129,3.317,-820.94,512.226,2445.026,134.577,42.029,68.083,86.286,149.071,7.116,4.675,718.211,-1269.199,60.0,65.264,14.92,living_room
79.0,80.0,48.244,52.986,2.764,1.8,-1037.751,622.848,2649.23,10.908,28.002,51.548,74.76,142.92,1.031,0.392,670.255,-1319.176,60.0,8.466,25.247,living_room
80.0,81.0,52.75,49.435,2.422,0.886,-1034.795,680.888,2751.712,20.171,8.543,20.703,76.882,140.882,4.523,0.471,718.15,-1350.703,60.0,47.589,11.328,living_room
81.0,82.0,45.955,53.985,2.88,1.73,-1070.235,619.519,2676.09,28.51,17.418,15.946,73.733,141.0,0.964,0.0,667.709,-1314.434,60.0,10.569,7.884,living_room
82.0,83.0,46.446,54.877,3.989,0.852,-1048.552,601.497,2633.949,28.911,9.213,21.403,74.103,141.0,0.995,0.0,660.327,-1293.598,60.0,14.345,10.583,living_room
83.0,84.0,43.221,54.091,2.866,1.098,-1076.87,607.872,2630.286,16.81,9.408,25.721,73.483,141.0,0.856,0.0,653.583,-1291.787,60.0,13.969,12.717,living_room
84.0,85.0,52.256,56.484,2.437,2.175,-1007.405,593.943,2666.713,21.559,21.94,38.56,74.63,138.333,0.949,2.434,673.855,-1284.803,60.0,17.857,37.954,living_room
85.0,86.0,45.545,55.435,3.588,1.044,-1045.275,589.474,2603.493,44.024,12.456,29.592,72.517,133.897,1.793,1.125,637.559,-1212.92,60.0,11.844,15.72,living_room
86.0,87.0,38.633,56.192,1.005,1.299,-1130.56,594.411,2656.492,7.098,12.663,10.052,69.923,133.0,0.997,0.0,626.721,-1229.379,60.0,8.415,4.688,living_room
87.0,88.0,41.102,51.505,0.315,0.493,-1118.169,644.151,2681.868,2.506,4.404,3.261,69.143,133.0,0.515,0.0,625.54,-1241.214,60.0,4.74,1.521,living_room
88.0,89.0,40.256,50.84,0.654,0.536,-1122.247,648.173,2672.652,4.845,4.7,4.424,69.143,133.0,0.515,0.0,623.305,-1236.916,60.0,4.799,2.063,living_room
89.0,90.0,41.461,51.536,0.52,0.439,-1116.636,644.93,2686.318,3.782,3.902,4.028,69.2,133.0,0.6,0.0,627.161,-1243.29,60.0,5.381,1.878,living_room
90.0,91.0,42.205,51.104,1.036,0.664,-1113.28,651.127,2695.197,7.548,4.787,8.206,69.0,133.0,0.0,0.0,627.408,-1247.431,60.0,1.985,3.827,living_room
91.0,92.0,41.491,49.416,0.366,0.415,-1112.959,662.882,2678.139,3.708,3.756,2.74,69.2,133.0,0.6,0.0,625.177,-1239.475,60.0,5.412,1.278,living_room
92.0,93.0,40.316,50.484,0.513,0.677,-1123.199,652.382,2676.256,5.066,6.004,4.832,68.867,133.0,0.718,0.0,621.556,-1238.597,60.0,6.616,2.253,living_room
93.0,94.0,40.105,50.506,0.526,0.293,-1126.816,653.13,2680.143,4.253,2.727,3.63,68.04,133.0,0.999,0.0,614.641,-1240.409,60.0,9.471,1.693,living_room
94.0,95.0,40.437,50.915,0.483,0.389,-1125.191,650.156,2683.724,4.036,4.68,8.035,67.25,133.0,0.661,0.0,607.977,-1242.08,60.0,6.416,3.747,living_room
95.0,96.0,39.792,51.831,0.839,0.972,-1129.65,640.609,2679.925,5.907,8.106,6.366,67.0,133.0,0.0,0.0,604.707,-1240.308,60.0,1.496,2.969,living_room
96.0,97.0,38.755,54.563,1.304,2.061,-1128.646,609.169,2654.6,14.842,20.474,19.906,70.565,134.217,3.91,1.743,632.144,-1239.872,60.0,33.808,11.832,living_room
97.0,98.0,50.067,52.086,3.412,1.102,-1011.695,625.064,2624.561,29.186,11.496,8.255,81.897,137.0,3.986,0.0,730.453,-1251.722,60.0,38.837,3.966,living_room
98.0,99.0,59.626,57.328,2.133,1.589,-907.661,566.757,2578.515,24.023,17.695,18.879,63.0,140.2,9.814,3.487,549.15,-1258.751,60.0,92.558,26.429,living_room
99.0,100.0,59.686,64.953,1.124,5.667,-892.559,489.802,2537.377,10.19,50.662,10.869,53.593,133.593,3.022,11.39,455.796,-1180.775,60.0,28.497,100.622,living_room
100.0,101.0,65.744,82.329,1.819,1.758,-857.1,342.487,2593.192,17.198,14.445,19.829,66.185,95.148,1.906,5.602,581.931,-860.666,60.0,19.547,46.493,living_room
101.0,102.0,65.987,83.307,0.346,0.21,-841.081,328.272,2551.258,2.988,1.829,0.875,68.333,89.0,0.943,1.633,591.598,-792.547,60.0,8.693,14.345,living_room
102.0,103.0,65.355,84.065,0.852,1.21,-863.551,327.738,2601.753,16.498,7.943,30.562,65.667,93.667,0.943,1.886,578.996,-850.572,60.0,4.057,26.188,living_room
103.0,104.0,63.385,81.99,0.79,4.475,-884.626,347.698,2611.182,8.273,37.51,24.586,59.444,104.704,3.047,9.038,523.996,-952.704,60.0,31.104,72.889,living_room
104.0,105.0,57.898,62.296,1.692,2.399,-898.05,507.511,2508.229,16.003,20.582,10.219,56.667,138.467,3.228,1.784,476.742,-1208.968,60.0,28.912,13.76,living_room
105.0,106.0,54.819,60.628,0.344,0.222,-928.226,523.964,2516.633,4.888,2.991,7.253,58.048,139.0,1.327,0.0,490.062,-1217.732,60.0,10.83,3.535,living_room
106.0,107.0,54.785,61.369,0.313,0.458,-932.798,519.803,2528.226,2.3,4.483,3.743,57.56,139.0,0.898,0.0,488.051,-1223.383,60.0,7.925,1.825,living_room
107.0,108.0,54.339,61.355,0.557,0.548,-936.1,519.568,2526.47,3.857,5.354,3.452,58.4,139.0,0.917,0.0,495.048,-1222.527,60.0,7.946,1.683,living_room
108.0,109.0,54.019,60.916,0.396,0.54,-937.451,522.632,2522.487,2.588,5.302,4.739,58.867,139.0,0.884,0.0,498.297,-1220.586,60.0,7.72,2.31,living_room
109.0,110.0,55.219,65.063,1.796,4.457,-928.111,486.471,2526.158,11.698,37.509,12.986,57.857,136.643,1.125,4.142,490.673,-1201.571,60.0,9.535,31.008,living_room
110.0,111.0,68.308,99.43,4.65,11.664,-845.58,188.104,2631.825,30.857,103.905,45.444,61.435,103.957,2.826,7.457,548.86,-954.681,60.0,36.395,53.098,living_room
111.0,112.0,78.841,115.686,1.028,0.94,-741.716,39.382,2606.064,13.638,8.398,22.915,57.828,105.069,1.782,1.617,512.205,-959.395,60.0,17.389,14.175,living_room
112.0,113.0,77.882,116.936,0.208,0.396,-761.282,28.403,2643.714,2.234,3.658,5.346,59.211,105.0,0.614,0.0,532.382,-972.679,60.0,5.931,1.969,living_room
113.0,114.0,77.52,116.08,0.422,0.829,-767.182,36.458,2652.508,3.426,7.707,3.936,59.286,105.0,0.7,0.0,534.896,-975.917,60.0,6.383,1.449,living_room
114.0,115.0,77.079,115.584,1.019,0.932,-777.839,41.462,2674.881,13.597,8.935,14.59,61.143,104.429,2.386,1.99,556.88,-978.695,60.0,25.058,15.778,living_room
115.0,116.0,74.239,111.963,1.486,3.83,-809.006,75.548,2690.241,13.271,35.136,23.835,66.867,93.2,10.262,3.321,612.802,-878.89,60.0,93.187,37.55,living_room
116.0,117.0,59.609,73.169,7.122,14.457,-891.515,413.704,2536.434,44.739,121.788,56.528,60.667,125.556,7.638,17.046,520.038,-1105.506,60.0,82.546,128.717,living_room
117.0,118.0,53.903,61.938,0.759,1.045,-935.835,512.164,2515.388,6.534,10.474,10.696,58.769,137.0,1.501,0.0,495.871,-1199.273,60.0,14.286,5.138,living_room
118.0,119.0,53.322,62.113,0.293,0.363,-943.553,512.007,2522.317,2.817,3.392,6.039,58.385,137.0,0.923,0.0,493.656,-1202.602,60.0,8.849,2.901,living_room
119.0,120.0,53.091,61.042,0.27,0.33,-944.946,521.115,2520.57,1.549,2.622,4.091,57.0,137.0,0.0,0.0,481.194,-1201.763,60.0,0.818,1.966,living_room
120.0,121.0,53.009,61.056,0.312,0.451,-946.642,521.528,2523.159,1.891,4.379,4.711,57.143,137.0,0.515,0.0,482.988,-1203.007,60.0,4.492,2.263,living_room
121.0,122.0,52.844,60.704,0.402,0.578,-947.443,524.275,2521.41,2.541,5.142,5.136,57.9,137.0,0.995,0.0,489.398,-1202.167,60.0,9.221,2.468,living_room
122.0,123.0,90.463,67.81,15.393,0.868,-582.901,435.97,2381.908,138.053,12.277,39.386,65.091,154.818,11.747,5.184,531.093,-1285.197,60.0,99.614,25.801,living_room
123.0,124.0,153.474,65.399,19.543,3.466,-50.269,446.073,2326.74,160.309,38.209,51.95,58.52,158.28,3.545,4.763,478.395,-1283.708,60.0,36.538,18.201,living_room
124.0,125.0,194.325,73.58,4.123,6.944,324.573,433.664,2681.848,52.658,44.362,124.502,63.759,112.724,3.802,10.126,605.481,-1048.317,60.0,15.326,55.501,living_room
