start,end,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,location_idx,target_vector
46.0,47.0,-3.6438460886108577,0.024699388314865865,2.362410714186169,-1.7740624142693382,-1.2273104181159504,0.594625028173142,0.42220687218448627,-0.2644784574924076,1.2885564718434117,-0.028537427363591265,0.6952807164576871,0.3907566958164135,-0.9273304754528201,1.2294645818235415,-0.1915196941817861,0.7937658513487237,-0.08949216912440017,1.466802879176651,0.08912275369289796,0.14350542890068166,-0.5333484952439788,-0.02416899887157785,-0.588970574651348,0.2728468413840656,0.4695005647496932,-0.10598050171097967,0.48789551269668785,-0.3320590248087824,0.3873050834984763,3,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47.0,48.0,-2.982996017654679,6.951913947686868,4.2431901056207995,0.4995434339098396,-1.321571217300891,-1.9336492353006836,-0.08471376473994308,-0.10357859476756066,-0.10003372183734068,-0.06870667158851675,-0.2196346399693016,1.847232634366682,0.13297465784094534,0.30107108274757494,-1.0951177314477514,0.35394675578366164,-0.5288245757997312,-0.4535516470988906,1.0550789355057442,0.2996196867101139,-0.15095471300740393,0.8173720663816019,0.6834290099228865,-0.03546815093867136,-0.2228070131464883,0.0834732088511973,0.5647962936893884,0.6116550904631946,1.1959842907207194,3,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
48.0,49.0,-3.577560068425964,3.8940643493714266,3.5612165373530478,-0.20228693507576304,-0.8161363308174465,-1.7389075854346039,0.4140275898574947,-0.1691259780882472,-1.1926614690779644,-0.47226642976462396,-1.0991872615857958,0.7193393946040406,-0.17996072798149157,0.8611401201030927,-0.040054397471959026,-0.18828924912894346,0.831019341305653,-1.0389334938877914,0.5206187231489954,0.6001237261157469,0.30093736692239453,-0.23360056645212465,0.21377644098305157,-0.03241368307839884,0.22488418118149667,0.12874275652662978,-0.7509227917889549,0.22176642031356344,-0.04352729199205532,5,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49.0,50.0,-3.5605840849060533,0.20086041162198875,1.2289426244819799,-2.021880405151412,-0.11731461575323611,-0.35361110269478147,-0.010001971092031063,-0.06262899209995573,1.4956278726972896,-0.07427782205469072,-0.44877267980279223,-0.27104309786098424,-0.7317326599770877,0.24633365089140466,-0.2617670565425155,0.9736764488827989,-0.24165478048201613,0.8941681610291968,0.7952882703798309,-0.0001729993338455077,-0.37271014216256493,0.30765336396380843,0.459666209806718,0.15639758432979933,0.25428077815580646,-0.15525746598713008,-0.06860628565546442,-0.2612461763351765,-0.06478823071656463,6,"[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05]"
50.0,51.0,-3.0812276011658435,1.7880292919573146,0.9286558873157028,-2.2152560511523047,-0.7420244839186033,0.49314965322374,0.40670650027374367,-0.2747287543373939,2.3764843366792054,-0.20961855365828228,0.7657048075372636,0.006026365643215017,-1.1610699917218932,0.6500436369217549,-0.016227628725843567,1.0874942427365017,-0.03306002320364683,1.0554303695269152,0.9918415146211503,0.4574735295012892,-0.4122956119195202,-0.1416616728818577,-0.2135023216693275,0.14556586417468106,0.011267218051333697,-0.07944470605913101,-0.3183830708028044,-0.24543715108634076,-0.10925241416040322,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
51.0,52.0,-3.584904977172157,2.8318535863800647,3.423511964514333,-0.372771449658919,-0.7844732088240643,-1.8163579119967825,0.038083421857113685,-0.10113620637033559,1.3446918220776607,-0.4903590491195606,-0.4362064034774569,-0.539486702297806,-0.019133315060698642,-0.31957839470298116,-0.9715682202481193,0.5849618542498694,-0.9147502380139212,0.92570961633812,0.0886785049322912,-0.736384119902567,-0.4637031943545798,1.2918358710538356,1.0124941885739238,-0.06671754590469112,0.12100053802850937,-0.08188299473991456,0.1994974350566804,0.21857997438309087,-0.9891387570406419,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
52.0,53.0,-3.522936398515371,1.199200249219722,1.7761098648699418,-1.344397271426002,-0.23008056072342756,-0.9388946884629538,0.052025275464636235,-0.04452941004339106,0.8007043575609896,0.28964721104222657,0.82788584683555,0.3296671182651378,0.003940794993482377,0.11941526705817139,-0.9514350068815675,0.9101407791202752,0.07715322921492777,1.505899763816996,0.018266536386337157,-0.39226477834720547,-0.4884689457133937,0.5851719807107475,0.443367023734039,0.1454929764254882,0.6476493356661858,-0.15025046333112946,-0.4022854117866218,-0.10826831116928406,-0.2751712216454623,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
53.0,54.0,-3.9389731439330573,-1.5429712271040608,0.7710232507627757,-1.6150458458753862,0.9298116836842175,-1.1482566336041293,-0.27530432653118936,0.1545973829733494,0.9693725499179705,0.04519261308614718,-0.6493554021962274,1.018304186753393,-0.3672917034019319,0.8641339373925001,-0.7307194895396266,0.7661866434843105,-0.36116140634748,0.6386545869827135,0.6286955140852916,0.014410892504161311,-0.3243632175615241,0.36653078033494035,0.4562298329323706,0.10118416914793424,0.06271552246325539,-0.18727890880686238,0.06749584209330074,-0.13774200730463781,0.08357117894770372,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45]"
54.0,55.0,-4.090560445103746,-2.2562819940170047,0.9863742812466956,-1.4725729990598126,0.7059829125905412,-0.5193624123862703,-0.3352653319090342,0.16919183837139345,0.16981242093757506,0.4661425958042651,-0.33245661116475966,1.0401466238818948,0.14134750819113195,0.1556479581620372,-0.6899459160895466,0.6368580344951613,-0.5207940401020077,0.5246603249883043,0.5845005430478271,0.007962389511367992,-0.29750575761134973,0.3087075294263175,0.3682731044018685,0.07206168813236136,-0.05169077159946088,-0.22408840509593683,0.04304997383060858,-0.12881774994834785,0.08287400221729105,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55.0,56.0,-4.274058297351847,-2.70404761398598,0.5168360204215794,-1.5031476308902478,0.7629545306233848,-0.31714025380807404,0.5964629877726997,-0.0940901857843421,0.46022683540082127,-0.6271219610027144,-0.14888375155153574,0.16857663652781243,-0.2696534533009799,0.636270783136956,0.20976316417668225,-0.031113972144474995,-0.11390612526245124,-0.007502001378584655,-0.2991185852398422,-0.18620093717561115,0.21134821661209544,-0.2301376528464892,0.16444745144079995,-0.03924170922953191,-0.07509734945198739,-0.08602695052798758,0.003728430520648465,-0.0217103322677482,-0.01047518393901102,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
