start,end,name,index
46.0,47.0,a_walk,4
47.0,48.0,a_walk,4
48.0,49.0,a_walk,4
49.0,50.0,a_walk,4
50.0,51.0,p_stand,10
51.0,52.0,p_stand,10
52.0,53.0,p_stand,10
53.0,54.0,p_stand,10
54.0,55.0,p_stand,10
55.0,56.0,p_stand,10
56.0,57.0,p_stand,10
57.0,58.0,p_stand,10
58.0,59.0,p_stand,10
59.0,60.0,p_stand,10
60.0,61.0,p_stand,10
61.0,62.0,p_stand,10
62.0,63.0,p_stand,10
63.0,64.0,p_stand,10
64.0,65.0,p_stand,10
65.0,66.0,p_stand,10
66.0,67.0,p_stand,10
67.0,68.0,p_stand,10
68.0,69.0,p_stand,10
69.0,70.0,p_stand,10
70.0,71.0,p_stand,10
71.0,72.0,p_stand,10
72.0,73.0,p_stand,10
73.0,74.0,p_stand,10
74.0,75.0,p_stand,10
75.0,76.0,p_stand,10
76.0,77.0,a_walk,4
77.0,78.0,a_walk,4
78.0,79.0,a_walk,4
79.0,80.0,a_walk,4
80.0,81.0,a_walk,4
81.0,82.0,p_stand,10
82.0,83.0,p_stand,10
83.0,84.0,p_stand,10
84.0,85.0,p_stand,10
85.0,86.0,t_turn,19
86.0,87.0,t_turn,19
87.0,88.0,t_turn,19
88.0,89.0,p_stand,10
89.0,90.0,p_stand,10
90.0,91.0,p_stand,10
91.0,92.0,p_stand,10
92.0,93.0,p_stand,10
93.0,94.0,p_stand,10
94.0,95.0,p_stand,10
95.0,96.0,p_stand,10
96.0,97.0,p_stand,10
97.0,98.0,p_stand,10
98.0,99.0,p_stand,10
99.0,100.0,p_stand,10
100.0,101.0,p_stand,10
101.0,102.0,p_bent,5
102.0,103.0,p_bent,5
103.0,104.0,p_bent,5
104.0,105.0,t_straighten,18
105.0,106.0,t_straighten,18
106.0,107.0,p_stand,10
107.0,108.0,p_stand,10
108.0,109.0,p_stand,10
109.0,110.0,p_stand,10
110.0,111.0,t_stand_kneel,16
111.0,112.0,t_stand_kneel,16
112.0,113.0,t_stand_kneel,16
113.0,114.0,p_kneel,6
114.0,115.0,p_kneel,6
115.0,116.0,p_kneel,6
116.0,117.0,t_kneel_stand,12
117.0,118.0,t_kneel_stand,12
118.0,119.0,t_kneel_stand,12
