start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
42.0,43.0,-0.37842105263157894,0.316,0.9003157894736841,0.05788888888888889,0.37842105263157894,-0.386,0.13448784558248483,-0.15,-0.586,0.586,0.0661111111111111,0.316,0.312,0.06869612721789228,0.448,0.166,0.448,0.07055555555555555,0.9003157894736841,0.888,0.12093018979280606,1.128,0.718,1.128,0.08506464416610048,0.5789942237081381,0.4930776081827268
43.0,44.0,-0.650705882352941,0.6998823529411764,0.1572941176470588,0.21862499999999999,0.650705882352941,-0.638,0.23838865071334106,-0.322,-1.146,1.146,0.376375,0.705764705882353,0.734,0.3152586020383418,1.408,-0.05,1.408,0.17975,0.2565882352941176,0.184,0.2605586226701217,0.56,-0.36,0.56,0.4404963324983898,0.16406164001346168,0.13955989566133498
44.0,45.0,-0.3101,0.8036999999999999,0.37709999999999994,0.13778947368421052,0.3163,-0.261,0.27577416485232986,0.056,-0.904,0.904,0.14273684210526316,0.8036999999999999,0.792,0.1326729437375986,1.056,0.568,1.056,0.15715789473684208,0.4413,0.429,0.3041732894256167,0.85,-0.51,0.85,-0.48710347404216503,0.2149408224873652,-0.265243958559315
45.0,46.0,0.16499999999999998,0.3882,0.9182,0.05715789473684211,0.21559999999999996,0.161,0.2076925612534065,0.496,-0.194,0.496,0.07810526315789473,0.3882,0.317,0.2657599668874152,0.872,0.046,0.872,0.07536842105263158,0.9182,0.894,0.17543990424073996,1.336,0.656,1.336,-0.7692281464067589,-0.40189844685182674,0.7900061451713126
46.0,47.0,0.5510999999999999,0.2785,0.7794,0.06947368421052631,0.5510999999999999,0.565,0.0971750482377035,0.688,0.238,0.688,0.05726315789473685,0.2785,0.215,0.129904387916652,0.652,0.134,0.652,0.042315789473684216,0.7794,0.85,0.1470742669538081,0.974,0.494,0.974,-0.5645003102159465,0.29512140046134927,-0.7457868634715837
47.0,48.0,-0.28362499999999996,0.8495,0.6311249999999999,0.09853333333333336,0.30337499999999995,-0.309,0.19969253710391885,0.088,-0.666,0.666,0.14920000000000003,0.8495,0.819,0.20460999486828596,1.342,0.538,1.342,0.08320000000000001,0.6311249999999999,0.662,0.11610548813471308,0.78,0.424,0.78,0.22722453507963394,-0.13889870111462446,0.34342669602726017
48.0,49.0,-0.4059999999999999,0.7806250000000001,0.38587499999999997,0.12506666666666666,0.4059999999999999,-0.402,0.1509983443617843,-0.14,-0.692,0.692,0.12933333333333333,0.7806250000000001,0.769,0.13280383795282424,1.048,0.43,1.048,0.16226666666666667,0.401875,0.453,0.1835367384885108,0.638,-0.128,0.638,-0.22735818585520456,-0.15669120910552253,0.39377727083693137
49.0,50.0,-0.3249473684210527,0.8712631578947367,0.06010526315789473,0.099,0.3249473684210527,-0.29,0.1417059496890844,-0.094,-0.652,0.652,0.24777777777777782,0.8712631578947367,0.85,0.28385185945549746,1.606,0.516,1.606,0.08344444444444445,0.20452631578947367,-0.048,0.240409714913792,0.454,-0.282,0.454,-0.5233773263684685,0.4629416203581649,-0.1072970077149116
50.0,51.0,-0.4035384615384615,0.8221538461538463,0.13153846153846155,0.3818333333333334,0.49,-0.142,0.6069830330139913,0.394,-1.65,1.65,0.7675000000000001,0.9720000000000001,0.156,1.2931686692387008,3.548,-0.562,3.548,0.1723333333333333,0.1509230769230769,0.094,0.1394122913600107,0.408,-0.126,0.408,-0.9582799613641189,-0.745952536458091,0.6429804793507594
51.0,52.0,-0.403625,0.9701249999999999,0.22949999999999998,0.3450666666666667,0.413875,-0.349,0.41541197548337483,0.048,-1.456,1.456,0.6326666666666667,0.9841249999999999,0.856,0.8139721950871541,3.116,-0.112,3.116,0.19519999999999996,0.2545,0.16799999999999998,0.23785026802591586,0.896,-0.2,0.896,-0.9421811696542391,-0.7114767263922366,0.63564093350493
52.0,53.0,-0.37749999999999995,0.8517999999999999,0.29490000000000005,0.014842105263157893,0.37749999999999995,-0.367,0.058047825109990125,-0.298,-0.488,0.488,0.030842105263157903,0.8517999999999999,0.848,0.0339699867530148,0.934,0.786,0.934,0.01736842105263157,0.29490000000000005,0.289,0.034108503338610444,0.352,0.232,0.352,0.5814236979444322,0.6288876368238464,0.3082684595330842
53.0,54.0,-0.3492,0.8805,0.18330000000000002,0.033473684210526315,0.3492,-0.422,0.12977426555369134,-0.154,-0.5,0.5,0.02778947368421051,0.8805,0.828,0.1191400436461226,1.212,0.8,1.212,0.0348421052631579,0.2313,0.248,0.1664443150125591,0.334,-0.164,0.334,0.4996600656386746,-0.5486544652297757,-0.8938419801775737
54.0,55.0,-0.3195,0.9381999999999998,0.059699999999999996,0.10357894736842105,0.3195,-0.30400000000000005,0.1512545867073128,-0.094,-0.632,0.632,0.15336842105263152,0.9381999999999998,0.9590000000000001,0.1800743179912116,1.388,0.652,1.388,0.10494736842105264,0.1505,0.067,0.18575174292587404,0.428,-0.384,0.428,-0.42127517591923574,-0.049318753934589135,-0.11774719890032333
55.0,56.0,-0.36060000000000003,0.7914999999999999,0.38639999999999997,0.12557894736842107,0.3962,-0.393,0.26282244957385203,0.326,-0.756,0.756,0.17684210526315788,0.7914999999999999,0.743,0.24408512859246467,1.196,0.416,1.196,0.14694736842105266,0.42840000000000006,0.316,0.30616505352505535,1.064,-0.42,1.064,-0.4583666106435893,0.602376257073502,-0.4913774209964341
