start,end,0,1,2,3,4,target_vector
42.0,43.0,-1520.938103592246,-18.99007717723706,-5.694790411303568,6.183439751076456,8.336244279866474,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
43.0,44.0,-1520.6507252346532,-19.79255325771468,-11.934917477147726,8.87971367845662,6.8426131120514,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
44.0,45.0,-1520.9443181047368,-18.948181696404554,-5.107460699117039,6.1651550148444585,8.11289594704919,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45.0,46.0,-1520.9262969769227,-18.9636388582698,-5.4029985352016485,6.125422521852939,8.278059489616792,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
46.0,47.0,-1521.9207964909372,-19.219218116010236,-2.3741451674983285,9.696481420944822,2.8639983073663307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
47.0,48.0,1042.839255011234,-685.6677016982437,119.72451649582126,-787.6099659672859,200.53946724366992,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8]"
48.0,49.0,868.6072678816217,-318.7402715238129,-224.1883480080703,-801.3365647815734,11.646903170095788,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49.0,50.0,636.564570800089,418.0092865795636,-205.42068448799776,-457.7825127050683,-104.97444623196506,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50.0,51.0,450.47341395293324,613.2420756112062,-287.60824042700403,-271.47680879843415,-105.68015128764068,"[0.0, 0.0, 0.7, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51.0,52.0,511.8148343900913,612.3520467750727,-285.0334818317522,-269.10616949682424,-71.91533102215567,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52.0,53.0,508.04841664958366,580.503853739331,-298.41018062267665,-281.21174101349175,-41.68176563054895,"[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53.0,54.0,495.6786311696598,586.9293186845692,-234.33164553660805,-303.1798629912971,-91.37460572797953,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54.0,55.0,583.4919580996002,243.50532719393325,-220.33931216061129,-550.9908125351303,-49.1589183434772,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
55.0,56.0,874.5774179236373,-541.3458907831565,-115.75192430341558,-812.5814514939705,201.30485776286326,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56.0,57.0,783.8269590751948,-903.2394668177161,921.9725534836281,-295.66840363596845,682.0045869000577,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57.0,58.0,-1521.991479201862,-19.169999933714895,-2.170431380407994,9.467821521513955,3.186044925584291,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]"
