start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
42.0,43.0,5,-101.0,,-94.0,-93.64,,,,,,,,,,,,,,,,,,,,-0.3784210526315789,0.316,0.9003157894736841,0.0578888888888888,0.3784210526315789,-0.386,0.1344878455824848,-0.15,-0.586,0.586,0.0661111111111111,0.316,0.312,0.0686961272178922,0.448,0.166,0.448,0.0705555555555555,0.9003157894736841,0.888,0.120930189792806,1.128,0.718,1.128,0.0850646441661004,0.5789942237081381,0.4930776081827268,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
43.0,44.0,5,-98.33,,-87.69,,,,,,,,,,,,,,,,,,,,,-0.650705882352941,0.6998823529411764,0.1572941176470588,0.2186249999999999,0.650705882352941,-0.638,0.238388650713341,-0.322,-1.146,1.146,0.376375,0.705764705882353,0.734,0.3152586020383418,1.408,-0.05,1.408,0.17975,0.2565882352941176,0.184,0.2605586226701217,0.56,-0.36,0.56,0.4404963324983898,0.1640616400134616,0.1395598956613349,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
44.0,45.0,5,-98.5,,-91.2,-102.0,,,,,,,,,,,,,,,,,,,,-0.3101,0.8036999999999999,0.3770999999999999,0.1377894736842105,0.3163,-0.261,0.2757741648523298,0.056,-0.904,0.904,0.1427368421052631,0.8036999999999999,0.792,0.1326729437375986,1.056,0.568,1.056,0.157157894736842,0.4413,0.429,0.3041732894256167,0.85,-0.51,0.85,-0.487103474042165,0.2149408224873652,-0.265243958559315,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45.0,46.0,5,-101.0,,-92.35,-98.5,,,,,,,,,,,,,,,,,,,,0.1649999999999999,0.3882,0.9182,0.0571578947368421,0.2155999999999999,0.161,0.2076925612534065,0.496,-0.194,0.496,0.0781052631578947,0.3882,0.317,0.2657599668874152,0.872,0.046,0.872,0.0753684210526315,0.9182,0.894,0.1754399042407399,1.336,0.656,1.336,-0.7692281464067589,-0.4018984468518267,0.7900061451713126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
46.0,47.0,5,,,-89.6,-93.37,,,,,,,,,,,,,,,,,,,,0.5510999999999999,0.2785,0.7794,0.0694736842105263,0.5510999999999999,0.565,0.0971750482377035,0.688,0.238,0.688,0.0572631578947368,0.2785,0.215,0.129904387916652,0.652,0.134,0.652,0.0423157894736842,0.7794,0.85,0.1470742669538081,0.974,0.494,0.974,-0.5645003102159465,0.2951214004613492,-0.7457868634715837,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
47.0,48.0,5,-104.0,,-99.0,-95.23,285.768,120.297,2.97,3.315,988.838,-2.627,2242.487,19.314,25.709,25.89,59.0,146.333,4.0,22.201,488.59,-1151.122,60.0,30.311,162.384,-0.2836249999999999,0.8495,0.6311249999999999,0.0985333333333333,0.3033749999999999,-0.309,0.1996925371039188,0.088,-0.666,0.666,0.1492,0.8495,0.819,0.2046099948682859,1.342,0.538,1.342,0.0832,0.6311249999999999,0.662,0.116105488134713,0.78,0.424,0.78,0.2272245350796339,-0.1388987011146244,0.3434266960272601,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8]"
48.0,49.0,4,,,,-97.19,243.65,98.593,31.977,4.68,584.883,148.432,1968.007,239.939,35.745,70.308,74.667,196.067,15.976,10.023,530.732,-1351.768,60.0,105.026,43.75,-0.4059999999999999,0.7806250000000001,0.3858749999999999,0.1250666666666666,0.4059999999999999,-0.402,0.1509983443617843,-0.14,-0.692,0.692,0.1293333333333333,0.7806250000000001,0.769,0.1328038379528242,1.048,0.43,1.048,0.1622666666666666,0.401875,0.453,0.1835367384885108,0.638,-0.128,0.638,-0.2273581858552045,-0.1566912091055225,0.3937772708369313,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49.0,50.0,4,,,,-93.21,125.499,119.151,29.702,8.001,-211.513,6.536,1791.077,182.795,50.204,51.11,94.467,188.0,4.951,15.788,586.086,-1186.11,60.0,42.913,122.123,-0.3249473684210527,0.8712631578947367,0.0601052631578947,0.099,0.3249473684210527,-0.29,0.1417059496890844,-0.094,-0.652,0.652,0.2477777777777778,0.8712631578947367,0.85,0.2838518594554974,1.606,0.516,1.606,0.0834444444444444,0.2045263157894736,-0.048,0.240409714913792,0.454,-0.282,0.454,-0.5233773263684685,0.4629416203581649,-0.1072970077149116,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50.0,51.0,4,,,,-97.38,77.226,115.648,3.663,10.794,-475.334,24.022,1638.597,15.463,62.245,26.714,88.933,193.6,2.851,19.17,493.553,-1112.365,60.0,13.583,93.772,-0.4035384615384615,0.8221538461538463,0.1315384615384615,0.3818333333333334,0.49,-0.142,0.6069830330139913,0.394,-1.65,1.65,0.7675000000000001,0.972,0.156,1.2931686692387008,3.548,-0.562,3.548,0.1723333333333333,0.1509230769230769,0.094,0.1394122913600107,0.408,-0.126,0.408,-0.9582799613641187,-0.745952536458091,0.6429804793507594,"[0.0, 0.0, 0.7, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51.0,52.0,4,,,,-97.25,81.421,119.436,2.706,1.891,-468.485,3.41,1700.707,12.061,11.249,16.562,82.267,190.8,4.802,7.454,474.732,-1140.892,60.0,23.867,52.085,-0.403625,0.970125,0.2294999999999999,0.3450666666666667,0.413875,-0.349,0.4154119754833748,0.048,-1.456,1.456,0.6326666666666667,0.984125,0.856,0.8139721950871541,3.116,-0.112,3.116,0.1951999999999999,0.2545,0.1679999999999999,0.2378502680259158,0.896,-0.2,0.896,-0.9421811696542391,-0.7114767263922366,0.63564093350493,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
