start,end,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
42.0,43.0,0.91641,0.0,0.77011,0.76259
43.0,44.0,0.86061,0.0,0.63824,0.0
44.0,45.0,0.86416,0.0,0.7116,0.9373
45.0,46.0,0.91641,0.0,0.73563,0.86416
46.0,47.0,0.0,0.0,0.67816,0.75695
47.0,48.0,0.9791,0.0,0.87461,0.79582
48.0,49.0,0.0,0.0,0.0,0.83678
49.0,50.0,0.0,0.0,0.0,0.75361
50.0,51.0,0.0,0.0,0.0,0.84075
51.0,52.0,0.0,0.0,0.0,0.83804
52.0,53.0,0.0,0.0,0.0,0.81818
53.0,54.0,0.0,0.0,0.9373,0.75235
54.0,55.0,0.0,0.0,0.82989,0.73145
55.0,56.0,0.91641,0.0,0.9001,0.69216
56.0,57.0,0.91641,0.0,0.77534,0.8278
57.0,58.0,0.0,0.0,0.77576,0.79415
58.0,59.0,0.0,0.0,0.9373,0.60522
59.0,60.0,0.0,0.0,0.0,0.80502
60.0,61.0,0.0,0.0,0.0,0.77534
61.0,62.0,0.0,0.0,0.83281,0.77429
62.0,63.0,0.0,0.0,0.83281,0.65726
63.0,64.0,0.0,0.0,0.87461,0.69342
64.0,65.0,0.87461,0.0,0.0,0.57367
65.0,66.0,0.0,0.0,0.0,0.66562
66.0,67.0,0.0,0.0,0.0,0.6489
67.0,68.0,0.0,0.0,0.0,0.60711
68.0,69.0,0.0,0.0,0.9373,0.67398
69.0,70.0,0.0,0.0,0.0,0.76489
70.0,71.0,0.0,0.0,0.0,0.73877
71.0,72.0,0.0,0.0,0.0,0.7534
72.0,73.0,0.0,0.0,0.0,0.74086
73.0,74.0,0.0,0.0,0.0,0.72414
74.0,75.0,0.0,0.0,0.0,0.76594
75.0,76.0,0.0,0.0,0.0,0.7325
76.0,77.0,0.0,0.0,0.0,0.59875
77.0,78.0,0.0,0.0,0.0,0.62382
78.0,79.0,0.0,0.0,0.0,0.77847
79.0,80.0,0.0,0.0,0.0,0.68652
80.0,81.0,0.0,0.0,0.0,0.68652
81.0,82.0,0.0,0.0,0.0,0.70219
82.0,83.0,0.0,0.0,0.0,0.80355
83.0,84.0,0.0,0.0,0.0,0.72832
84.0,85.0,0.0,0.0,0.0,0.77534
85.0,86.0,0.0,0.0,0.0,0.82236
86.0,87.0,0.0,0.0,0.0,0.57785
87.0,88.0,0.0,0.0,0.0,0.61129
88.0,89.0,0.0,0.0,0.0,0.52623
89.0,90.0,0.0,0.0,0.0,0.60815
90.0,91.0,0.0,0.0,0.0,0.76594
91.0,92.0,0.0,0.0,0.0,0.79101
92.0,93.0,0.0,0.0,0.0,0.61129
93.0,94.0,0.0,0.0,0.0,0.68234
94.0,95.0,0.0,0.0,0.0,0.63427
95.0,96.0,0.91641,0.0,0.0,0.66562
96.0,97.0,0.0,0.0,0.0,0.63218
97.0,98.0,0.0,0.0,0.0,0.7116
98.0,99.0,0.0,0.0,0.0,0.65726
99.0,100.0,0.0,0.0,0.0,0.61546
100.0,101.0,0.0,0.0,0.0,0.57367
101.0,102.0,0.0,0.0,0.0,0.56113
102.0,103.0,0.0,0.0,0.0,0.58621
103.0,104.0,0.0,0.0,0.0,0.69906
104.0,105.0,0.83281,0.0,0.91641,0.62382
105.0,106.0,0.0,0.0,0.0,0.63427
106.0,107.0,0.0,0.0,0.0,0.68234
107.0,108.0,0.9582,0.0,0.0,0.65162
108.0,109.0,0.0,0.0,0.0,0.80669
109.0,110.0,0.87461,0.0,0.0,0.82236
110.0,111.0,0.0,0.0,0.0,0.83804
