start,end,name,index
42.0,43.0,t_turn,19
43.0,44.0,t_turn,19
44.0,45.0,p_stand,10
45.0,46.0,p_stand,10
46.0,47.0,t_turn,19
47.0,48.0,t_turn,19
48.0,49.0,a_walk,4
49.0,50.0,a_walk,4
50.0,51.0,a_walk,4
51.0,52.0,a_jump,2
52.0,53.0,a_jump,2
53.0,54.0,p_stand,10
54.0,55.0,p_stand,10
55.0,56.0,a_walk,4
56.0,57.0,a_walk,4
57.0,58.0,p_stand,10
58.0,59.0,t_turn,19
59.0,60.0,a_walk,4
60.0,61.0,a_walk,4
61.0,62.0,a_walk,4
62.0,63.0,p_stand,10
63.0,64.0,p_stand,10
64.0,65.0,p_stand,10
65.0,66.0,t_turn,19
66.0,67.0,t_turn,19
67.0,68.0,t_turn,19
68.0,69.0,a_walk,4
69.0,70.0,t_stand_sit,17
70.0,71.0,p_sit,8
71.0,72.0,p_sit,8
72.0,73.0,p_sit,8
73.0,74.0,p_sit,8
74.0,75.0,p_sit,8
75.0,76.0,p_sit,8
76.0,77.0,p_sit,8
77.0,78.0,p_sit,8
78.0,79.0,p_sit,8
79.0,80.0,p_sit,8
80.0,81.0,p_sit,8
81.0,82.0,p_sit,8
82.0,83.0,p_sit,8
83.0,84.0,p_sit,8
84.0,85.0,p_sit,8
85.0,86.0,p_sit,8
86.0,87.0,p_sit,8
87.0,88.0,p_sit,8
88.0,89.0,p_sit,8
89.0,90.0,p_sit,8
90.0,91.0,p_sit,8
91.0,92.0,p_sit,8
92.0,93.0,p_sit,8
93.0,94.0,p_sit,8
94.0,95.0,t_sit_stand,15
95.0,96.0,p_stand,10
96.0,97.0,p_stand,10
97.0,98.0,p_stand,10
98.0,99.0,t_bend,11
99.0,100.0,p_bent,5
100.0,101.0,p_bent,5
101.0,102.0,p_bent,5
102.0,103.0,p_bent,5
103.0,104.0,t_straighten,18
104.0,105.0,p_stand,10
105.0,106.0,p_stand,10
106.0,107.0,p_stand,10
107.0,108.0,p_stand,10
108.0,109.0,t_stand_kneel,16
109.0,110.0,p_kneel,6
110.0,111.0,p_kneel,6
111.0,112.0,p_kneel,6
112.0,113.0,p_kneel,6
113.0,114.0,p_kneel,6
114.0,115.0,t_kneel_stand,12
115.0,116.0,p_stand,10
116.0,117.0,p_stand,10
117.0,118.0,p_stand,10
118.0,119.0,p_stand,10
119.0,120.0,p_stand,10
120.0,121.0,t_stand_sit,17
121.0,122.0,t_stand_sit,17
122.0,123.0,p_sit,8
123.0,124.0,p_sit,8
124.0,125.0,p_sit,8
125.0,126.0,t_sit_lie,14
126.0,127.0,t_sit_lie,14
127.0,128.0,p_lie,7
128.0,129.0,p_lie,7
129.0,130.0,p_lie,7
130.0,131.0,t_turn,19
131.0,132.0,p_lie,7
132.0,133.0,p_lie,7
133.0,134.0,p_lie,7
134.0,135.0,p_lie,7
135.0,136.0,t_lie_sit,13
136.0,137.0,t_lie_sit,13
137.0,138.0,t_sit_lie,14
138.0,139.0,t_sit_lie,14
139.0,140.0,p_lie,7
140.0,141.0,p_lie,7
141.0,142.0,p_lie,7
142.0,143.0,t_lie_sit,13
143.0,144.0,p_sit,8
144.0,145.0,p_sit,8
145.0,146.0,p_sit,8
146.0,147.0,p_sit,8
147.0,148.0,p_sit,8
148.0,149.0,t_sit_stand,15
149.0,150.0,p_stand,10
150.0,151.0,p_stand,10
151.0,152.0,p_stand,10
152.0,153.0,p_stand,10
153.0,154.0,p_stand,10
154.0,155.0,p_stand,10
155.0,156.0,p_stand,10
156.0,157.0,t_bend,11
157.0,158.0,p_bent,5
158.0,159.0,p_bent,5
159.0,160.0,p_bent,5
160.0,161.0,t_straighten,18
161.0,162.0,p_stand,10
162.0,163.0,p_stand,10
163.0,164.0,p_stand,10
164.0,165.0,p_stand,10
165.0,166.0,t_stand_kneel,16
166.0,167.0,p_kneel,6
167.0,168.0,p_kneel,6
168.0,169.0,p_kneel,6
169.0,170.0,p_kneel,6
170.0,171.0,t_kneel_stand,12
171.0,172.0,p_stand,10
172.0,173.0,p_stand,10
173.0,174.0,p_stand,10
174.0,175.0,p_stand,10
175.0,176.0,p_stand,10
176.0,177.0,t_stand_sit,17
177.0,178.0,p_sit,8
178.0,179.0,p_sit,8
179.0,180.0,p_sit,8
180.0,181.0,p_sit,8
181.0,182.0,p_sit,8
182.0,183.0,t_sit_lie,14
183.0,184.0,t_sit_lie,14
184.0,185.0,p_lie,7
185.0,186.0,p_lie,7
186.0,187.0,p_lie,7
187.0,188.0,t_turn,19
188.0,189.0,t_turn,19
189.0,190.0,p_lie,7
190.0,191.0,p_lie,7
191.0,192.0,t_turn,19
192.0,193.0,t_turn,19
193.0,194.0,p_lie,7
194.0,195.0,p_lie,7
195.0,196.0,p_lie,7
196.0,197.0,p_lie,7
197.0,198.0,p_lie,7
198.0,199.0,t_lie_sit,13
199.0,200.0,p_sit,8
200.0,201.0,p_sit,8
201.0,202.0,p_sit,8
202.0,203.0,p_sit,8
203.0,204.0,p_sit,8
204.0,205.0,t_sit_stand,15
205.0,206.0,p_stand,10
206.0,207.0,p_stand,10
207.0,208.0,p_stand,10
208.0,209.0,p_stand,10
209.0,210.0,p_stand,10
210.0,211.0,p_stand,10
211.0,212.0,p_stand,10
212.0,213.0,p_stand,10
213.0,214.0,p_stand,10
214.0,215.0,t_bend,11
215.0,216.0,p_bent,5
216.0,217.0,p_bent,5
217.0,218.0,p_bent,5
218.0,219.0,p_bent,5
219.0,220.0,t_straighten,18
220.0,221.0,p_stand,10
221.0,222.0,p_stand,10
222.0,223.0,p_stand,10
223.0,224.0,p_stand,10
224.0,225.0,t_stand_kneel,16
225.0,226.0,p_kneel,6
226.0,227.0,p_kneel,6
227.0,228.0,p_kneel,6
228.0,229.0,p_kneel,6
229.0,230.0,p_stand,10
230.0,231.0,p_stand,10
231.0,232.0,p_stand,10
232.0,233.0,p_stand,10
233.0,234.0,p_stand,10
234.0,235.0,t_stand_sit,17
235.0,236.0,p_sit,8
236.0,237.0,p_sit,8
237.0,238.0,p_sit,8
238.0,239.0,p_sit,8
239.0,240.0,t_sit_lie,14
240.0,241.0,t_sit_lie,14
241.0,242.0,p_lie,7
242.0,243.0,p_lie,7
243.0,244.0,p_lie,7
244.0,245.0,t_turn,19
245.0,246.0,t_turn,19
246.0,247.0,t_turn,19
247.0,248.0,p_lie,7
248.0,249.0,p_lie,7
249.0,250.0,p_lie,7
250.0,251.0,p_lie,7
251.0,252.0,t_turn,19
252.0,253.0,p_lie,7
253.0,254.0,p_lie,7
254.0,255.0,p_lie,7
255.0,256.0,p_lie,7
256.0,257.0,p_lie,7
257.0,258.0,t_lie_sit,13
258.0,259.0,p_sit,8
259.0,260.0,p_sit,8
260.0,261.0,p_sit,8
261.0,262.0,p_sit,8
262.0,263.0,p_sit,8
263.0,264.0,p_sit,8
264.0,265.0,t_sit_stand,15
265.0,266.0,p_stand,10
266.0,267.0,p_stand,10
267.0,268.0,p_stand,10
268.0,269.0,p_stand,10
269.0,270.0,p_stand,10
270.0,271.0,p_stand,10
271.0,272.0,p_stand,10
272.0,273.0,t_bend,11
273.0,274.0,p_bent,5
274.0,275.0,p_bent,5
275.0,276.0,p_bent,5
276.0,277.0,p_bent,5
277.0,278.0,p_bent,5
278.0,279.0,p_stand,10
279.0,280.0,p_stand,10
280.0,281.0,p_stand,10
281.0,282.0,p_stand,10
282.0,283.0,p_stand,10
283.0,284.0,t_stand_kneel,16
284.0,285.0,t_stand_kneel,16
285.0,286.0,p_kneel,6
286.0,287.0,p_kneel,6
287.0,288.0,p_kneel,6
288.0,289.0,p_kneel,6
289.0,290.0,t_kneel_stand,12
290.0,291.0,p_stand,10
291.0,292.0,p_stand,10
292.0,293.0,p_stand,10
293.0,294.0,p_stand,10
294.0,295.0,t_stand_sit,17
295.0,296.0,p_sit,8
296.0,297.0,p_sit,8
297.0,298.0,p_sit,8
298.0,299.0,p_sit,8
299.0,300.0,p_sit,8
300.0,301.0,t_sit_lie,14
301.0,302.0,t_sit_lie,14
302.0,303.0,p_lie,7
303.0,304.0,p_lie,7
304.0,305.0,p_lie,7
305.0,306.0,p_lie,7
306.0,307.0,t_turn,19
307.0,308.0,t_turn,19
308.0,309.0,p_lie,7
309.0,310.0,p_lie,7
310.0,311.0,p_lie,7
311.0,312.0,p_lie,7
312.0,313.0,p_lie,7
313.0,314.0,t_turn,19
314.0,315.0,t_turn,19
315.0,316.0,p_lie,7
316.0,317.0,p_lie,7
317.0,318.0,p_lie,7
318.0,319.0,p_lie,7
319.0,320.0,p_lie,7
320.0,321.0,t_lie_sit,13
321.0,322.0,p_sit,8
322.0,323.0,p_sit,8
323.0,324.0,p_sit,8
324.0,325.0,p_sit,8
325.0,326.0,p_sit,8
326.0,327.0,t_sit_stand,15
327.0,328.0,p_stand,10
328.0,329.0,p_stand,10
329.0,330.0,p_stand,10
330.0,331.0,p_stand,10
331.0,332.0,p_stand,10
332.0,333.0,p_stand,10
333.0,334.0,p_stand,10
334.0,335.0,t_bend,11
335.0,336.0,t_bend,11
336.0,337.0,p_bent,5
337.0,338.0,p_bent,5
338.0,339.0,p_bent,5
339.0,340.0,t_straighten,18
340.0,341.0,p_stand,10
341.0,342.0,p_stand,10
342.0,343.0,p_stand,10
343.0,344.0,p_stand,10
344.0,345.0,t_stand_kneel,16
345.0,346.0,t_stand_kneel,16
346.0,347.0,p_kneel,6
347.0,348.0,p_kneel,6
348.0,349.0,p_kneel,6
349.0,350.0,p_kneel,6
350.0,351.0,t_kneel_stand,12
351.0,352.0,p_stand,10
352.0,353.0,p_stand,10
353.0,354.0,p_stand,10
354.0,355.0,p_stand,10
355.0,356.0,p_stand,10
356.0,357.0,t_stand_sit,17
357.0,358.0,p_sit,8
358.0,359.0,p_sit,8
359.0,360.0,p_sit,8
360.0,361.0,p_sit,8
361.0,362.0,t_sit_lie,14
362.0,363.0,t_sit_lie,14
363.0,364.0,t_sit_lie,14
364.0,365.0,p_lie,7
365.0,366.0,p_lie,7
366.0,367.0,p_lie,7
367.0,368.0,p_lie,7
368.0,369.0,t_turn,19
369.0,370.0,t_turn,19
370.0,371.0,t_turn,19
371.0,372.0,p_lie,7
372.0,373.0,p_lie,7
373.0,374.0,p_lie,7
374.0,375.0,p_lie,7
375.0,376.0,p_lie,7
376.0,377.0,p_lie,7
377.0,378.0,p_lie,7
378.0,379.0,p_lie,7
379.0,380.0,p_lie,7
380.0,381.0,p_lie,7
381.0,382.0,p_lie,7
382.0,383.0,p_lie,7
383.0,384.0,t_lie_sit,13
384.0,385.0,t_lie_sit,13
385.0,386.0,p_lie,7
386.0,387.0,p_lie,7
387.0,388.0,p_lie,7
388.0,389.0,p_lie,7
389.0,390.0,t_sit_stand,15
390.0,391.0,p_stand,10
391.0,392.0,p_stand,10
392.0,393.0,p_stand,10
393.0,394.0,p_stand,10
394.0,395.0,p_stand,10
395.0,396.0,p_stand,10
396.0,397.0,a_walk,4
397.0,398.0,a_walk,4
398.0,399.0,a_walk,4
399.0,400.0,p_stand,10
400.0,401.0,p_stand,10
401.0,402.0,a_walk,4
402.0,403.0,a_walk,4
403.0,404.0,a_walk,4
404.0,405.0,a_walk,4
405.0,406.0,a_walk,4
406.0,407.0,a_descend,1
407.0,408.0,a_descend,1
408.0,409.0,a_walk,4
409.0,410.0,a_walk,4
410.0,411.0,a_walk,4
411.0,412.0,a_walk,4
412.0,413.0,a_walk,4
413.0,414.0,a_walk,4
414.0,415.0,t_turn,19
415.0,416.0,t_turn,19
416.0,417.0,p_stand,10
417.0,418.0,p_stand,10
418.0,419.0,p_stand,10
419.0,420.0,t_turn,19
420.0,421.0,p_stand,10
421.0,422.0,a_walk,4
422.0,423.0,a_walk,4
423.0,424.0,a_walk,4
424.0,425.0,t_bend,11
425.0,426.0,t_straighten,18
426.0,427.0,a_walk,4
427.0,428.0,a_walk,4
428.0,429.0,a_walk,4
429.0,430.0,p_stand,10
430.0,431.0,p_stand,10
431.0,432.0,p_stand,10
432.0,433.0,p_stand,10
433.0,434.0,p_stand,10
434.0,435.0,p_stand,10
435.0,436.0,p_stand,10
436.0,437.0,p_stand,10
437.0,438.0,p_stand,10
438.0,439.0,p_stand,10
439.0,440.0,a_walk,4
440.0,441.0,a_walk,4
441.0,442.0,a_walk,4
442.0,443.0,p_stand,10
443.0,444.0,t_bend,11
444.0,445.0,p_bent,5
445.0,446.0,p_bent,5
446.0,447.0,t_straighten,18
447.0,448.0,a_walk,4
448.0,449.0,a_walk,4
449.0,450.0,t_turn,19
450.0,451.0,t_turn,19
451.0,452.0,p_stand,10
452.0,453.0,p_stand,10
453.0,454.0,p_stand,10
454.0,455.0,p_stand,10
455.0,456.0,p_stand,10
456.0,457.0,p_stand,10
457.0,458.0,p_stand,10
458.0,459.0,p_stand,10
459.0,460.0,a_walk,4
460.0,461.0,a_walk,4
461.0,462.0,a_walk,4
462.0,463.0,p_stand,10
463.0,464.0,p_stand,10
464.0,465.0,p_stand,10
465.0,466.0,p_stand,10
466.0,467.0,p_stand,10
467.0,468.0,t_bend,11
468.0,469.0,p_bent,5
469.0,470.0,p_bent,5
470.0,471.0,p_bent,5
471.0,472.0,p_bent,5
472.0,473.0,p_bent,5
473.0,474.0,p_bent,5
474.0,475.0,p_bent,5
475.0,476.0,t_straighten,18
476.0,477.0,a_walk,4
477.0,478.0,a_walk,4
478.0,479.0,p_stand,10
479.0,480.0,p_stand,10
480.0,481.0,p_stand,10
481.0,482.0,p_stand,10
482.0,483.0,p_stand,10
483.0,484.0,p_stand,10
484.0,485.0,p_stand,10
485.0,486.0,p_stand,10
486.0,487.0,p_stand,10
487.0,488.0,p_stand,10
488.0,489.0,p_stand,10
489.0,490.0,p_stand,10
490.0,491.0,p_stand,10
491.0,492.0,p_stand,10
492.0,493.0,p_stand,10
493.0,494.0,p_stand,10
494.0,495.0,p_stand,10
495.0,496.0,p_stand,10
496.0,497.0,p_stand,10
497.0,498.0,p_stand,10
498.0,499.0,p_stand,10
499.0,500.0,p_stand,10
500.0,501.0,p_stand,10
501.0,502.0,p_stand,10
502.0,503.0,p_stand,10
503.0,504.0,p_stand,10
504.0,505.0,p_stand,10
505.0,506.0,p_stand,10
506.0,507.0,p_stand,10
507.0,508.0,p_stand,10
508.0,509.0,p_stand,10
509.0,510.0,p_stand,10
510.0,511.0,p_stand,10
511.0,512.0,p_stand,10
512.0,513.0,p_stand,10
513.0,514.0,p_stand,10
514.0,515.0,p_stand,10
515.0,516.0,p_stand,10
516.0,517.0,a_walk,4
517.0,518.0,a_walk,4
518.0,519.0,a_walk,4
519.0,520.0,p_stand,10
520.0,521.0,p_stand,10
521.0,522.0,p_stand,10
522.0,523.0,a_walk,4
523.0,524.0,a_walk,4
524.0,525.0,a_walk,4
525.0,526.0,a_walk,4
526.0,527.0,a_walk,4
527.0,528.0,p_stand,10
528.0,529.0,p_stand,10
529.0,530.0,p_stand,10
530.0,531.0,p_stand,10
531.0,532.0,p_stand,10
532.0,533.0,p_stand,10
533.0,534.0,p_stand,10
534.0,535.0,p_stand,10
535.0,536.0,p_stand,10
536.0,537.0,t_turn,19
537.0,538.0,t_turn,19
538.0,539.0,p_stand,10
539.0,540.0,p_stand,10
540.0,541.0,p_stand,10
541.0,542.0,p_stand,10
542.0,543.0,p_stand,10
543.0,544.0,t_bend,11
544.0,545.0,t_bend,11
545.0,546.0,p_bent,5
546.0,547.0,a_walk,4
547.0,548.0,a_walk,4
548.0,549.0,a_walk,4
549.0,550.0,t_bend,11
550.0,551.0,p_bent,5
551.0,552.0,t_straighten,18
552.0,553.0,a_walk,4
553.0,554.0,a_walk,4
554.0,555.0,p_stand,10
555.0,556.0,p_stand,10
556.0,557.0,p_stand,10
557.0,558.0,p_stand,10
558.0,559.0,p_stand,10
559.0,560.0,a_walk,4
560.0,561.0,a_walk,4
561.0,562.0,t_bend,11
562.0,563.0,p_bent,5
563.0,564.0,t_straighten,18
564.0,565.0,a_walk,4
565.0,566.0,a_walk,4
566.0,567.0,a_walk,4
567.0,568.0,p_stand,10
568.0,569.0,p_stand,10
569.0,570.0,p_stand,10
570.0,571.0,p_stand,10
571.0,572.0,p_stand,10
572.0,573.0,p_stand,10
573.0,574.0,p_stand,10
574.0,575.0,p_stand,10
575.0,576.0,p_stand,10
576.0,577.0,p_stand,10
577.0,578.0,p_stand,10
578.0,579.0,p_stand,10
579.0,580.0,p_stand,10
580.0,581.0,p_stand,10
581.0,582.0,p_stand,10
582.0,583.0,p_stand,10
583.0,584.0,p_stand,10
584.0,585.0,p_stand,10
585.0,586.0,p_stand,10
586.0,587.0,p_stand,10
587.0,588.0,p_stand,10
588.0,589.0,p_stand,10
589.0,590.0,p_stand,10
590.0,591.0,p_stand,10
591.0,592.0,p_stand,10
592.0,593.0,p_stand,10
593.0,594.0,p_stand,10
594.0,595.0,p_stand,10
595.0,596.0,p_stand,10
596.0,597.0,p_stand,10
597.0,598.0,p_stand,10
598.0,599.0,p_stand,10
599.0,600.0,p_stand,10
600.0,601.0,p_stand,10
601.0,602.0,p_stand,10
602.0,603.0,p_stand,10
603.0,604.0,p_stand,10
604.0,605.0,p_stand,10
605.0,606.0,p_stand,10
606.0,607.0,p_stand,10
607.0,608.0,p_stand,10
608.0,609.0,p_stand,10
609.0,610.0,p_stand,10
610.0,611.0,p_stand,10
611.0,612.0,p_stand,10
612.0,613.0,p_stand,10
613.0,614.0,p_stand,10
614.0,615.0,p_stand,10
615.0,616.0,p_stand,10
616.0,617.0,p_stand,10
617.0,618.0,p_stand,10
618.0,619.0,p_stand,10
619.0,620.0,p_stand,10
620.0,621.0,p_stand,10
621.0,622.0,p_stand,10
622.0,623.0,p_stand,10
623.0,624.0,p_stand,10
624.0,625.0,p_stand,10
625.0,626.0,p_stand,10
626.0,627.0,p_stand,10
627.0,628.0,p_stand,10
628.0,629.0,p_stand,10
629.0,630.0,p_stand,10
630.0,631.0,p_stand,10
631.0,632.0,p_stand,10
632.0,633.0,p_stand,10
633.0,634.0,p_stand,10
634.0,635.0,p_stand,10
635.0,636.0,p_stand,10
636.0,637.0,p_stand,10
637.0,638.0,p_stand,10
638.0,639.0,p_stand,10
639.0,640.0,p_stand,10
640.0,641.0,p_stand,10
641.0,642.0,p_stand,10
642.0,643.0,p_stand,10
643.0,644.0,p_stand,10
644.0,645.0,p_stand,10
645.0,646.0,p_stand,10
646.0,647.0,p_stand,10
647.0,648.0,p_stand,10
648.0,649.0,p_stand,10
649.0,650.0,t_turn,19
650.0,651.0,t_turn,19
651.0,652.0,a_walk,4
652.0,653.0,a_walk,4
653.0,654.0,t_turn,19
654.0,655.0,a_walk,4
655.0,656.0,a_walk,4
656.0,657.0,a_walk,4
657.0,658.0,p_stand,10
658.0,659.0,a_loadwalk,3
659.0,660.0,a_loadwalk,3
660.0,661.0,a_loadwalk,3
661.0,662.0,a_loadwalk,3
662.0,663.0,a_ascend,0
663.0,664.0,a_ascend,0
